n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,66.34615384615384,9.649631320179264,63.59999483490204,13.01008166752171,69.25607660593369,12.359213018747468,66.34615384615384,9.649631320179266,0.3269230769230769,0.1929926264035853
