n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
51,77.55527638190955,12.224900927390914,77.2622185234397,12.620481927746944,78.28789138995774,12.137687952884676,0.5510882973725658,0.24449500551454045
