n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,76.4423076923077,10.918332988678351,75.67317523087098,11.71408688602766,78.72895352827136,10.459167421162027,76.4423076923077,10.918332988678351,0.5288461538461539,0.218366659773567
