channel,subject,best_params,validation_f1_macro,accuracy,f1_macro,precision_macro,recall_macro,kappa
AF6,VP006,"{""C"": 0.6158482110660264, ""gamma"": ""auto""}",0.677889668734954,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.7333333333333334
F2,VP006,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.6265099429109793,0.8,0.7991071428571428,0.8054298642533937,0.8,0.6
FC2,VP006,"{""C"": 0.6158482110660264, ""gamma"": ""scale""}",0.6245050293568795,0.7666666666666667,0.765625,0.7714932126696833,0.7666666666666666,0.5333333333333333
FC6,VP006,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6262513904338154,0.85,0.847930160518164,0.8701527614571093,0.85,0.7
C4,VP006,"{""C"": 0.42813323987193935, ""gamma"": ""scale""}",0.6253178107854944,0.8,0.7963800904977376,0.8229665071770335,0.8,0.6
T8,VP006,"{""C"": 1.8329807108324356, ""gamma"": ""auto""}",0.5768974737958502,0.7,0.699666295884316,0.7008928571428572,0.7,0.4
CP2,VP006,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6421843475159121,0.75,0.7376858058874963,0.8077975376196991,0.75,0.5
CP6,VP006,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6133161473843283,0.7333333333333333,0.7306397306397306,0.7430555555555556,0.7333333333333334,0.4666666666666667
P4,VP006,"{""C"": 2.636650898730358, ""gamma"": ""scale""}",0.6464152286070095,0.7333333333333333,0.7321428571428572,0.7375565610859729,0.7333333333333334,0.4666666666666667
P8,VP006,"{""C"": 7.847599703514611, ""gamma"": ""scale""}",0.6432342317310364,0.7166666666666667,0.7159565580618212,0.7188552188552189,0.7166666666666667,0.43333333333333335
O2,VP006,"{""C"": 33.59818286283781, ""gamma"": ""auto""}",0.6166624073600818,0.5833333333333334,0.5832175604334537,0.5834260289210234,0.5833333333333333,0.16666666666666663
Fp1,VP007,"{""C"": 0.14384498882876628, ""gamma"": ""scale""}",0.6933333333333334,0.7,0.6875,0.7380952380952381,0.7,0.4
AF5,VP007,"{""C"": 0.42813323987193935, ""gamma"": ""auto""}",0.6884735202492211,0.6833333333333333,0.6760443307757886,0.7014652014652014,0.6833333333333333,0.3666666666666667
AFz,VP007,"{""C"": 0.42813323987193935, ""gamma"": ""scale""}",0.6775782544444942,0.6666666666666666,0.6632996632996633,0.6736111111111112,0.6666666666666667,0.33333333333333337
F1,VP007,"{""C"": 0.42813323987193935, ""gamma"": ""auto""}",0.6562716248255833,0.6666666666666666,0.660633484162896,0.6794258373205742,0.6666666666666667,0.33333333333333337
FC5,VP007,"{""C"": 0.6158482110660264, ""gamma"": ""scale""}",0.6546366979244671,0.6666666666666666,0.6651785714285714,0.6696832579185521,0.6666666666666666,0.33333333333333337
FC1,VP007,"{""C"": 0.14384498882876628, ""gamma"": ""auto""}",0.6320085641643249,0.7333333333333333,0.7257142857142858,0.7625,0.7333333333333334,0.4666666666666667
T7,VP007,"{""C"": 69.51927961775606, ""gamma"": ""scale""}",0.6189160278124443,0.6166666666666667,0.613986013986014,0.62,0.6166666666666667,0.23333333333333328
C3,VP007,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.637275536250056,0.7,0.696969696969697,0.7083333333333333,0.7,0.4
Cz,VP007,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.6195773081201335,0.7333333333333333,0.7330367074527253,0.734375,0.7333333333333334,0.4666666666666667
CP5,VP007,"{""C"": 16.23776739188721, ""gamma"": ""auto""}",0.6931151040740082,0.6333333333333333,0.6329254727474972,0.6339285714285714,0.6333333333333333,0.2666666666666667
CP1,VP007,"{""C"": 1.8329807108324356, ""gamma"": ""auto""}",0.6399839992888572,0.7166666666666667,0.7165879410947485,0.7169076751946608,0.7166666666666666,0.43333333333333335
P7,VP007,"{""C"": 11.288378916846883, ""gamma"": ""auto""}",0.6499961110679008,0.6833333333333333,0.6832453459294248,0.6835372636262513,0.6833333333333333,0.3666666666666667
P3,VP007,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.6397438178260095,0.6166666666666667,0.6165601555987774,0.6167964404894327,0.6166666666666667,0.23333333333333328
Pz,VP007,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.5822890559732665,0.7166666666666667,0.7127569698676429,0.7291421856639249,0.7166666666666667,0.43333333333333335
POz,VP007,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.5930439423590108,0.6833333333333333,0.6789636722050126,0.6938895417156287,0.6833333333333333,0.3666666666666667
O1,VP007,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.5999288762446657,0.5833333333333334,0.5822890559732665,0.5841750841750841,0.5833333333333333,0.16666666666666663
Fp2,VP007,"{""C"": 0.29763514416313175, ""gamma"": ""scale""}",0.6993452407465146,0.7833333333333333,0.7827903091060986,0.7861952861952861,0.7833333333333333,0.5666666666666667
AF6,VP007,"{""C"": 0.20691380811147897, ""gamma"": ""auto""}",0.6517857142857143,0.6333333333333333,0.6266968325791855,0.6435406698564593,0.6333333333333333,0.2666666666666667
F2,VP007,"{""C"": 0.6158482110660264, ""gamma"": ""scale""}",0.6439833180754755,0.6666666666666666,0.660633484162896,0.6794258373205742,0.6666666666666667,0.33333333333333337
FC2,VP007,"{""C"": 0.8858667904100825, ""gamma"": ""auto""}",0.5953965114188096,0.6666666666666666,0.660633484162896,0.6794258373205742,0.6666666666666667,0.33333333333333337
FC6,VP007,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6418969421791854,0.6666666666666666,0.6651785714285714,0.6696832579185521,0.6666666666666666,0.33333333333333337
C4,VP007,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6076941131763365,0.7166666666666667,0.7165879410947485,0.7169076751946608,0.7166666666666666,0.43333333333333335
T8,VP007,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.6138036948371652,0.65,0.6491228070175439,0.6515151515151515,0.6499999999999999,0.30000000000000004
