n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,52.243589743589745,5.900570515881177,51.94136044322737,6.027633060365735,52.264566074282584,6.111342001302185,0.04487179487179485,0.11801141031762354
