n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
11,36.16044242838502,3.8559690486918847,30.82568604638768,6.638481597660889,35.62164679867752,9.505545633994718,36.14718614718615,3.877106159858062,0.04219281836731503,0.058180700863742475
