n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,50.91575091575093,4.717743949325111,42.080408766571495,7.93118642101965,44.56480955198578,15.771813426666014,50.91575091575091,4.71774394932511,0.01831501831501832,0.0943548789865022
