n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
21,75.32738095238095,8.384409798214726,75.20749463942448,8.446935464624351,75.72208029998454,8.306774886460566,0.506547619047619,0.16768819596429452
