n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,84.72222222222221,9.396244526728639,84.49797765840485,9.764140042389306,85.58860649615386,8.781210762283902,0.6944444444444445,0.18792489053457273
