n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,66.82692307692307,12.054790701278588,65.59820035952376,13.211180387982063,68.03664827808939,12.245860846753203,0.33653846153846156,0.24109581402557176
