subject,best_params,validation_f1_macro,accuracy,f1_macro,precision_macro,recall_macro,kappa,valid,invalid_reason
sub-001,"{""C"": 0.42813323987193935, ""gamma"": ""scale""}",0.3550414775305177,0.34,0.336833064949007,0.33638752052545157,,0.010000000000000009,True,
sub-002,"{""C"": 100.0, ""gamma"": ""scale""}",0.36038004554641584,0.37666666666666665,0.3762797535610824,0.3765094105744169,,0.06499999999999995,True,
sub-003,"{""C"": 7.847599703514611, ""gamma"": ""scale""}",0.391654468277427,0.37,0.3698752228163993,0.3714761503040529,,0.05500000000000005,True,
sub-004,"{""C"": 0.29763514416313175, ""gamma"": ""scale""}",0.34863380691350093,0.3333333333333333,0.31749809225025966,0.3231104908736488,,0.0,True,
sub-005,"{""C"": 0.29763514416313175, ""gamma"": ""scale""}",0.37862625868123606,0.36333333333333334,0.3593211643631811,0.36860933428097603,,0.04500000000000004,True,
sub-006,"{""C"": 0.29763514416313175, ""gamma"": ""scale""}",0.35406775249982386,0.39,0.38737963371202283,0.38841671046292653,,0.08499999999999996,True,
sub-007,"{""C"": 2.636650898730358, ""gamma"": ""scale""}",0.3668502891076731,0.36666666666666664,0.36470872118290326,0.36832960383685026,,0.050000000000000044,True,
sub-008,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.38142161699493177,0.3566666666666667,0.3522797944627764,0.3536681052763228,,0.03500000000000003,True,
sub-009,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.3764209481260859,0.3466666666666667,0.3447612701919532,0.3437679085500835,,0.020000000000000018,True,
sub-010,"{""C"": 0.42813323987193935, ""gamma"": ""scale""}",0.3770275979020407,0.35785953177257523,0.344165555342623,0.3504262539658783,,0.037553648068669454,True,
sub-011,"{""C"": 11.288378916846883, ""gamma"": ""scale""}",0.38367495092135595,0.28,0.278862187838217,0.27846768336964417,,-0.08000000000000007,True,
