subject,best_params,validation_f1_macro,accuracy,f1_macro,precision_macro,recall_macro,kappa,valid,invalid_reason
VP001_A,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.8537032020000068,0.7037037037037037,0.7020689655172414,0.7082748948106592,,0.40740740740740744,True,
VP002_A,"{""C"": 2.636650898730358, ""gamma"": ""scale""}",0.8499953702274762,0.8055555555555556,0.7979149959903769,0.86,,0.6111111111111112,True,
VP003_A,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.8592573286327658,0.9166666666666666,0.9166023166023166,0.9179566563467492,,0.8333333333333334,True,
VP004_A,"{""C"": 16.23776739188721, ""gamma"": ""scale""}",0.8555535741231017,0.5,0.36359668267132256,0.5,,0.0,True,
VP005_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.8443398168865217,0.8148148148148148,0.813213420961605,0.8259943181818181,,0.6296296296296297,True,
VP006_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.8666209262435678,0.8425925925925926,0.8424710424710424,0.8436532507739938,,0.6851851851851851,True,
VP007_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.8629554433713784,0.8055555555555556,0.8006153846153846,0.8391701560715645,,0.6111111111111112,True,
VP008_A,"{""C"": 100.0, ""gamma"": ""scale""}",0.8517786561264822,0.9444444444444444,0.94442538593482,0.945054945054945,,0.8888888888888888,True,
VP009_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.866664837652094,0.8611111111111112,0.8590691605045672,0.8833272661084819,,0.7222222222222222,True,
VP010_A,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.8647364213141361,0.7314814814814815,0.7286667244217274,0.7415026833631484,,0.4629629629629629,True,
VP011_A,"{""C"": 11.288378916846883, ""gamma"": ""scale""}",0.8722007470391115,0.6296296296296297,0.5939849624060151,0.6997885835095138,,0.2592592592592593,True,
VP012_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.8481460651037738,0.7314814814814815,0.7162786484282997,0.7946311654299432,,0.4629629629629629,True,
VP013_A,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.8443398168865217,0.8888888888888888,0.8887362637362637,0.8910344827586207,,0.7777777777777778,True,
VP014_A,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.8555535741231017,0.8240740740740741,0.8236961938310852,0.8268765133171913,,0.6481481481481481,True,
VP015_A,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.8703685921617581,0.7314814814814815,0.7312741312741313,0.7321981424148607,,0.4629629629629629,True,
VP016_A,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.8536791161752146,0.75,0.7381230354737315,0.8054042731462085,,0.5,True,
VP017_A,"{""C"": 23.357214690901213, ""gamma"": ""scale""}",0.8574030062656255,0.8055555555555556,0.7993453065557816,0.8487279843444226,,0.6111111111111112,True,
VP018_A,"{""C"": 5.455594781168517, ""gamma"": ""scale""}",0.8907103825136612,0.7407407407407407,0.7247906807426283,0.8133928571428571,,0.4814814814814815,True,
VP019_A,"{""C"": 16.23776739188721, ""gamma"": ""scale""}",0.8739893755748034,0.7314814814814815,0.7162786484282997,0.7946311654299432,,0.4629629629629629,True,
VP020_A,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.8703685921617581,0.6296296296296297,0.5707472178060413,0.7872340425531915,,0.2592592592592593,True,
VP021_A,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.8628425503871713,0.7777777777777778,0.7662337662337663,0.8461538461538461,,0.5555555555555556,True,
VP022_A,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.8592283628779979,0.8425925925925926,0.8422544892172867,0.8455551712210307,,0.6851851851851851,True,
VP023_A,"{""C"": 11.288378916846883, ""gamma"": ""scale""}",0.8703632572431959,0.8425925925925926,0.8394964594807239,0.8712374581939799,,0.6851851851851851,True,
VP024_A,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.8666502037288555,0.7777777777777778,0.7681574239713774,0.8330592105263157,,0.5555555555555556,True,
VP025_A,"{""C"": 100.0, ""gamma"": ""scale""}",0.8554286341918831,0.9074074074074074,0.9072802197802198,0.9096551724137931,,0.8148148148148149,True,
VP026_A,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.8571482559238124,0.7777777777777778,0.7739797697942099,0.7977941176470589,,0.5555555555555556,True,
