n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,82.51424501424502,9.3419629921387,81.83029387160484,11.581948109391751,82.76454313271819,10.792916274108897,0.6502849002849003,0.186839259842774
