n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
21,71.10119047619048,8.3338647789723,70.62223214509096,8.899130569173245,71.91668370977686,8.250386873019556,0.4220238095238096,0.16667729557944597
