n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,58.903133903133906,9.083361006797642,54.65846183995433,12.071923215192848,60.74625338025291,14.631207216363926,0.17806267806267806,0.18166722013595282
