n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
11,40.04104591061113,4.6850638101419735,37.1709630758121,5.296409219476654,41.83968811063943,6.237641702525221,0.10057037557037556,0.0703204783447127
