n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,68.86446886446886,9.826685794641591,68.39747145724911,10.109389732758883,69.89940566346438,10.02500777773516,68.86446886446886,9.826685794641591,0.37728937728937734,0.19653371589283183
