n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,68.01282051282051,7.674188060841512,66.78338418968909,8.790462901778032,70.29568496332605,7.392761031593939,68.01282051282051,7.6741880608415105,0.36025641025641025,0.15348376121683024
