n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
21,64.4940476190476,13.931499615892722,61.342025299680415,16.866933431374758,65.30705079052437,18.017149239143226,64.4940476190476,13.93149961589272,0.2898809523809524,0.2786299923178544
