n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,79.5940170940171,9.551066939584192,78.80701254130904,10.46932040457201,82.34692234693189,7.972127026739802,0.5918803418803419,0.19102133879168384
