subject,best_params,validation_f1_macro,accuracy,f1_macro,precision_macro,recall_macro,kappa
VP001,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6080883885761934,0.5833333333333334,0.5820433436532508,0.584375,0.5833333333333333,0.16666666666666663
VP002,"{""C"": 0.6158482110660264, ""gamma"": ""scale""}",0.6611111111111111,0.5277777777777778,0.5142857142857142,0.53125,0.5277777777777778,0.05555555555555558
VP003,"{""C"": 23.357214690901213, ""gamma"": ""scale""}",0.6416639017276368,0.6111111111111112,0.6034618410700237,0.6204013377926422,0.6111111111111112,0.2222222222222222
VP004,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6109189723320159,0.6388888888888888,0.6386100386100386,0.6393188854489165,0.6388888888888888,0.2777777777777778
VP005,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6605978176872431,0.5972222222222222,0.5933787731256086,0.6010425020048116,0.5972222222222222,0.19444444444444442
VP006,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6515922235384294,0.5555555555555556,0.5428571428571429,0.5625,0.5555555555555556,0.11111111111111116
VP007,"{""C"": 2.636650898730358, ""gamma"": ""scale""}",0.6472195001504641,0.5,0.474025974025974,0.5,0.5,0.0
VP008,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6110991079971604,0.7222222222222222,0.722007722007722,0.7229102167182663,0.7222222222222222,0.4444444444444444
VP009,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6331521739130435,0.5277777777777778,0.5184893784421715,0.5301003344481605,0.5277777777777778,0.05555555555555558
VP010,"{""C"": 7.847599703514611, ""gamma"": ""scale""}",0.6276743539872187,0.5833333333333334,0.5820433436532508,0.584375,0.5833333333333333,0.16666666666666663
VP011,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6055433809685484,0.5416666666666666,0.5408695652173914,0.5419580419580419,0.5416666666666667,0.08333333333333337
VP012,"{""C"": 1.2742749857031335, ""gamma"": ""scale""}",0.6053606719367588,0.7083333333333334,0.7055501460564753,0.7165196471531676,0.7083333333333334,0.41666666666666663
VP013,"{""C"": 0.14384498882876628, ""gamma"": ""scale""}",0.6083303111906728,0.5972222222222222,0.5875962867864902,0.6072340425531915,0.5972222222222222,0.19444444444444442
VP014,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.658309604833669,0.7222222222222222,0.722007722007722,0.7229102167182663,0.7222222222222222,0.4444444444444444
VP015,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6443456515698804,0.6666666666666666,0.6656346749226006,0.66875,0.6666666666666667,0.33333333333333337
VP016,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.6414425682718365,0.6111111111111112,0.5909090909090908,0.6384615384615384,0.6111111111111112,0.2222222222222222
VP017,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6277662890829964,0.5694444444444444,0.5549351944167498,0.5798580301685892,0.5694444444444444,0.13888888888888884
VP018,"{""C"": 16.23776739188721, ""gamma"": ""auto""}",0.622133099385888,0.5277777777777778,0.4791489361702128,0.5443349753694582,0.5277777777777778,0.05555555555555558
VP019,"{""C"": 0.1, ""gamma"": ""scale""}",0.6163706563706564,0.4722222222222222,0.47058823529411764,0.471875,0.4722222222222222,-0.05555555555555558
VP020,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6080883885761934,0.5416666666666666,0.5372930866601753,0.5433039294306334,0.5416666666666666,0.08333333333333337
VP021,"{""C"": 0.29763514416313175, ""gamma"": ""scale""}",0.6165601555987774,0.625,0.6214216163583253,0.6299117882919005,0.625,0.25
VP022,"{""C"": 3.79269019073225, ""gamma"": ""scale""}",0.6527750985732914,0.5,0.49016522423288755,0.5,0.5,0.0
VP023,"{""C"": 69.51927961775606, ""gamma"": ""scale""}",0.6498270750988142,0.5833333333333334,0.5804195804195804,0.5857142857142856,0.5833333333333333,0.16666666666666663
VP024,"{""C"": 1.8329807108324356, ""gamma"": ""scale""}",0.6159079663532905,0.5694444444444444,0.568695652173913,0.56993006993007,0.5694444444444444,0.13888888888888884
VP025,"{""C"": 0.6158482110660264, ""gamma"": ""scale""}",0.6329254727474972,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.4444444444444444
VP026,"{""C"": 0.8858667904100825, ""gamma"": ""scale""}",0.6415975303878063,0.6944444444444444,0.6923076923076923,0.7,0.6944444444444444,0.38888888888888884
