subject,best_val_f1,best_epoch,selection_epochs_run,refit_epochs,accuracy,f1_macro,precision_macro,recall_macro,kappa
sub-001,0.750485964835522,83,100,83,0.755,0.7489689797382104,0.7821108529704613,0.755,0.51
sub-002,0.7574868421580063,69,99,69,0.63,0.6269785260610949,0.6343530384456387,0.63,0.26
sub-003,0.7419339350873824,47,77,47,0.875,0.8742928975487115,0.8836317135549872,0.875,0.75
sub-004,0.7477729956961265,49,79,49,0.525,0.5215431492533555,0.5257440016476161,0.525,0.050000000000000044
sub-005,0.748,19,49,19,0.65,0.6286078098471987,0.6949064449064448,0.65,0.30000000000000004
sub-006,0.7509362396773573,54,84,54,0.795,0.7911945201293575,0.8181965268040126,0.795,0.5900000000000001
sub-007,0.7659241594276546,70,100,70,0.595,0.5932816148226256,0.5966330993795138,0.595,0.18999999999999995
sub-008,0.7574863586076717,73,100,73,0.89,0.8894583458948849,0.8977968176254589,0.8899999999999999,0.78
sub-009,0.7687002355052147,93,100,93,0.7,0.6980676328502415,0.7052545155993433,0.7,0.4
sub-010,0.7508046308305711,57,87,57,0.76,0.7591328783621036,0.7637987012987013,0.76,0.52
sub-011,0.7519990079960319,56,86,56,0.855,0.853056674520534,0.8748284236089114,0.855,0.71
sub-012,0.7549997549997549,50,80,50,0.495,0.49498737468436715,0.49499949994999504,0.495,-0.010000000000000009
sub-013,0.7554676605981141,84,100,84,0.68,0.6753246753246753,0.6910016977928692,0.68,0.36
sub-014,0.7629599402298989,72,100,72,0.515,0.5146966854283928,0.5150375939849624,0.515,0.030000000000000027
sub-015,0.7594494242414467,54,84,54,0.74,0.7390606182256123,0.7435064935064934,0.74,0.48
sub-016,0.7549997549997549,36,66,36,0.74,0.7355304648560675,0.7574002574002574,0.74,0.48
sub-017,0.7667758716126197,55,85,55,0.585,0.5510480054090602,0.6218637992831542,0.585,0.17000000000000004
sub-018,0.7729979569816128,81,100,81,0.645,0.6350646346791395,0.6627202334193694,0.645,0.29000000000000004
sub-019,0.7513119296467954,20,50,20,0.79,0.78997899789979,0.7901160464185675,0.79,0.5800000000000001
sub-020,0.7559023609443778,55,85,55,0.82,0.8195488721804511,0.8232323232323232,0.8200000000000001,0.64
sub-021,0.7592760665609183,70,100,70,0.805,0.804995124878122,0.8050305030503051,0.805,0.61
sub-022,0.7539517745478114,37,67,37,0.675,0.6680201230879236,0.6910688939840595,0.675,0.35
sub-023,0.7724699091454845,74,100,74,0.7537688442211056,0.7536693191865605,0.7544028340080972,0.7538888888888888,0.5076495834385257
sub-024,0.755994848334765,51,81,51,0.905,0.9045969219954307,0.911962160512664,0.905,0.81
sub-025,0.7406054609060381,42,72,42,0.835,0.8347976270931892,0.8366495829564868,0.835,0.6699999999999999
sub-026,0.7372050783992335,37,67,37,0.9195979899497487,0.9194983818770226,0.9212314871170624,0.9194444444444444,0.8391431746994038
sub-027,0.7685917959280171,81,100,81,0.655,0.6441005802707931,0.6766381766381766,0.655,0.31000000000000005
sub-028,0.7609901835253948,94,100,94,0.72,0.7177134791813691,0.7273666804464655,0.72,0.43999999999999995
sub-029,0.75164137013848,58,88,58,0.695,0.6864639819074299,0.7188306587363932,0.6950000000000001,0.39
sub-030,0.7611686279940473,93,100,93,0.71,0.71,0.71,0.71,0.42000000000000004
sub-031,0.7410960451043741,70,100,70,0.79,0.7896634615384616,0.7918679549114331,0.79,0.5800000000000001
sub-032,0.7559209183775544,45,75,45,0.545,0.5322659402225591,0.5504993827853215,0.5449999999999999,0.08999999999999997
sub-033,0.761996191939071,89,100,89,0.78,0.7708333333333333,0.8333333333333333,0.78,0.56
sub-034,0.754461634630411,73,100,73,0.485,0.4394710348017741,0.4777810694711895,0.485,-0.030000000000000027
sub-035,0.7754703059479615,68,98,68,0.775,0.7747240369452579,0.7763541352627876,0.775,0.55
sub-036,0.7679665871885551,69,99,69,0.81,0.8095238095238095,0.8131313131313131,0.81,0.62
sub-037,0.7438524590163935,74,100,74,0.82,0.8195488721804511,0.8232323232323232,0.8200000000000001,0.64
sub-038,0.7668073595597322,72,100,72,0.505,0.47606572993569896,0.5064176614041843,0.505,0.010000000000000009
sub-039,0.7524988100904331,77,100,77,0.775,0.7729508817074093,0.7852993049071479,0.775,0.55
sub-040,0.7542404164398646,50,80,50,0.705,0.7046381817726715,0.7060094462868054,0.7050000000000001,0.41000000000000003
sub-041,0.7408247975631528,36,66,36,0.87,0.8695303091128062,0.8754058441558441,0.8700000000000001,0.74
sub-042,0.7441775998201734,11,41,11,0.75,0.75,0.75,0.75,0.5
sub-043,0.7504235672174604,42,72,42,0.845,0.843871975019516,0.8552672227371022,0.845,0.69
sub-044,0.7606526505460958,61,91,61,0.645,0.6309675407365056,0.6710107323976884,0.645,0.29000000000000004
sub-045,0.7556089743589743,84,100,84,0.655,0.6530483972344437,0.6585677749360614,0.655,0.31000000000000005
sub-046,0.7422202161538655,11,41,11,0.84,0.838693416675068,0.8513848697809012,0.8400000000000001,0.6799999999999999
sub-047,0.766359757444406,61,91,61,0.695,0.6884496539748206,0.7129053390108091,0.6950000000000001,0.39
sub-048,0.7464771195600404,94,100,94,0.835,0.8340666247642992,0.8427109974424553,0.835,0.6699999999999999
sub-049,0.7563537513392413,85,100,85,0.425,0.41976336436337947,0.4221910986616869,0.42500000000000004,-0.1499999999999999
sub-050,0.7604347783684109,84,100,84,0.705,0.7037483367226531,0.7085240565557929,0.7050000000000001,0.41000000000000003
sub-051,0.7708567854909318,45,75,45,0.705,0.7037483367226531,0.7085240565557929,0.7050000000000001,0.41000000000000003
