channel,n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
Fpz,11,42.95145434275869,8.137682158926921,42.39823861651131,8.012452896998685,43.58546644216657,8.960288235573534,0.14428329157128503,0.12206079231423475
Fp1,11,47.256410256410255,10.515469562200332,46.86895507432098,10.588224215537402,48.04001020390869,11.559976016334167,0.20883301041968602,0.15773342701264753
Fp2,11,42.709536839971626,5.965957564136751,42.42234623305199,5.650433455894016,43.40872267491985,7.051148653015946,0.14064885496183208,0.0894881613169417
AF3,11,47.61812100942536,9.65193308127884,46.795731166226666,10.008317398140159,48.81051611976165,10.770433960226056,0.21424609628899513,0.1447998517607331
AF4,11,46.40752001621566,7.070478088635984,46.2133724544805,7.135198056006674,46.86485323153512,7.374172679908393,0.19611827104193516,0.10605594133254966
AF7,11,48.34701530353704,9.216342108379994,47.695226304132845,9.57001013671303,48.91431725985658,10.476311454841797,0.22523073779677993,0.1382363078263045
AF8,11,48.013783318131146,10.291170329381991,47.862476366803534,10.282103945262469,48.78375927447045,11.196494102575386,0.2202171423168253,0.15436500467387707
Fz,11,48.13621161447249,8.176319630850953,47.89169273050186,8.335573672977036,48.436189937152406,8.204920565391259,0.2220400928646172,0.12264428151757675
F1,11,49.58842606668694,9.48390547730453,49.12681605545983,9.51871335974471,50.430960085728984,10.38292000734079,0.24381085435231337,0.14227133930275992
F2,11,45.739941218202084,8.816656517542972,45.28785268293569,9.018361817032856,46.36577329231051,8.756095568243396,0.18610488747893328,0.13224727482325885
F3,11,50.832167832167826,9.300580120869164,50.37213551471949,9.169807260569765,51.94915745788472,9.98654847481419,0.26245088314958226,0.13952464927902777
F4,11,47.28661193878585,7.722073762360153,46.87548367016554,7.70175707415661,47.95363196571651,8.082395964398362,0.2092871940698794,0.11583338979652136
F5,11,51.529036181210095,7.43105664655287,51.01689500938992,7.465379010062355,52.6923928513774,8.142148341231469,0.2729185972535193,0.1114788818324324
F6,11,48.04297152123239,9.08050730466307,47.52365131958156,8.964374034167076,49.28074708337428,9.810148211165211,0.2206663139098518,0.13619269322385466
F7,11,51.89216580520929,8.280348568124344,51.42747667185691,8.231741239914609,53.15066479538668,9.390929432085462,0.27838802418955094,0.12420005052131532
F8,11,50.40772271207054,9.78765123800697,50.27023677907102,9.766737075291553,50.89481286656966,10.342298392646802,0.25612872700432043,0.14680829280931826
FCz,11,50.0758082497213,9.934981931963325,49.66270160085763,10.262237865774496,51.03969928990439,10.065636955761516,0.2511055649066157,0.14902447200938815
FC1,11,52.98540589844938,11.36941692935153,52.746054786078474,11.34434139406627,54.48571898848942,12.035232420737671,0.29474948572544757,0.17054446848117605
FC2,11,49.31721901287119,9.083063321349174,48.706082544876054,9.374869717366373,50.31272495358425,9.11235752250694,0.23972217262517911,0.1362559148888371
FC3,11,51.49893584676193,9.235720418271688,50.97387367203964,9.144015553589725,52.3980718498632,9.4206437158758,0.2724819971048935,0.13853691350171268
FC4,11,49.1048951048951,9.25825650085334,48.66215481017482,9.428900321644067,50.06902433448599,9.298162372449841,0.23653439327044729,0.13888634358579058
FC5,11,51.95337995337995,8.7958796963825,51.696602659475374,8.81454133662521,52.80379019903974,9.010678404512465,0.27930234189822795,0.1319371125023672
FC6,11,51.89277389277389,9.650697042270453,51.4335597304128,9.91755673998169,52.386267597578296,9.796294484276414,0.27838092971600825,0.14476680966350455
FT7,11,54.074997466301824,9.06022055425456,53.89137958252307,9.08552397075684,55.277232520692685,9.830814526929657,0.3111193551733185,0.1359073834508476
FT8,11,54.25519408128105,8.572559679788212,54.03643695049525,8.601884715831591,54.78619801725038,8.31067204134819,0.31378596860172847,0.1286477231454155
Cz,11,53.256815648119996,10.328713001735661,52.81205669725425,10.828154674136519,54.07114388563682,10.40732863892325,0.2988334083471283,0.15494121442327113
C1,11,52.498733150907064,9.586487665153685,52.07739056731072,9.622961676098523,53.01321491098253,9.649518407592106,0.28745909068022757,0.1438125941496174
C2,11,46.89226715313672,9.977718497035445,46.48053686562241,9.894398823928238,47.86828198262827,10.862727941532107,0.20337299698556244,0.14966844162266907
C3,11,50.25671430019256,8.620629336038897,49.92106948073879,8.478363308242923,50.81717955542443,8.538748903136083,0.2538426534703006,0.12931234084282042
C4,11,47.67700415526503,8.618826322688799,47.01703914576122,8.54672919318637,48.10654664438071,9.08185438786956,0.21511635448060124,0.12934335226009022
C5,11,50.68166615992703,8.943290961356922,50.40573490292414,9.183044709230387,51.60788387807107,9.424988888425387,0.26022075546816725,0.1341499257010082
C6,11,48.52802270193575,9.103854745161035,47.85248605392249,9.631490747170464,49.06217270051698,9.49522383387559,0.22790366577773435,0.13656891786372172
T7,11,52.74166413296848,7.692624950177747,52.286743791334004,7.960174222662545,54.07375450670544,8.552583445065006,0.29118178160358954,0.11535072970503983
T8,11,49.70984088375393,8.061823559503765,49.12825561228776,8.617650574987321,50.11993149604511,8.20101649793967,0.24561381757143402,0.12095772607345923
CP1,11,41.13286713286713,6.987901788390988,40.70003708514187,7.270352333347431,41.20856205153371,7.66268437215117,0.11699629213294632,0.10481727149287329
CP2,11,39.860747947704475,5.270513947701608,38.52849584120058,7.043173466531674,40.290176787352635,5.6958842220940245,0.09784760660302187,0.07905063283334955
CP3,11,45.255599472990774,7.22605654912295,44.86307626523994,7.331094832198944,45.95688640195716,7.918183394977592,0.1787956082962882,0.1084003567561982
CP4,11,48.25630890848282,10.466537103330491,47.20420813246673,11.609890160640692,48.843140978089586,10.538833966176341,0.22385496241415648,0.15699565509049873
CP5,11,49.22570183439749,7.132586681020764,48.99952351513722,7.069010889873634,50.26489153683944,7.750430961926182,0.23837963499685763,0.10699244476522268
CP6,11,45.83348535522448,8.87206516625142,44.42268689526996,10.521425658859746,47.18553871437591,9.02608557781143,0.18748113371640612,0.1330698671840875
TP7,11,48.499239890544246,7.331715436997034,47.636199023399435,8.303285743244029,49.57088243940786,7.51376638537818,0.22750101033823833,0.10997403276173369
TP8,11,46.01327657849397,6.789802756389617,45.257465294985685,7.692850975164392,47.28652055668358,6.925014027455116,0.19015069605444504,0.10186285881301747
Pz,11,46.80166210600993,8.774828519423664,43.54776580819391,13.955653827681957,46.27900122972744,12.628594024267588,0.20196667959102052,0.13163129743457774
