n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
51,73.00783328406739,13.348525949837068,71.16932936112023,15.453335478400279,76.50543933843876,12.330274217884824,73.00802139037434,13.348831602388817,0.460156944272928,0.2669710508601867
