n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
21,72.55952380952382,8.593205636232382,72.40276976184715,8.685816770602996,72.95516835163251,8.518767867477958,0.4511904761904762,0.17186411272464763
