evaluation_setting,manuscript_table,dataset,subject,primary,baseline,primary_accuracy,baseline_accuracy,difference_primary_minus_baseline,calibration_trial_ids_sha256,test_trial_ids_sha256
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,CodeBrain,0.78,0.5666666666666667,0.213333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,CodeBrain,0.6755852842809364,0.4882943143812709,0.1872909699,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,CodeBrain,0.37333333333333335,0.3333333333333333,0.04,,
strict_svm,Tables II-III,wbcic_3c,sub-001,SingLEM,CSBrain,0.71,0.67,0.04,,
strict_svm,Tables II-III,wbcic_3c,sub-002,SingLEM,CSBrain,0.87,0.85,0.02,,
strict_svm,Tables II-III,wbcic_3c,sub-003,SingLEM,CSBrain,0.69,0.5033333333333333,0.186666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-004,SingLEM,CSBrain,0.71,0.63,0.08,,
strict_svm,Tables II-III,wbcic_3c,sub-005,SingLEM,CSBrain,0.6533333333333333,0.5833333333333334,0.07,,
strict_svm,Tables II-III,wbcic_3c,sub-006,SingLEM,CSBrain,0.5633333333333334,0.6133333333333333,-0.05,,
strict_svm,Tables II-III,wbcic_3c,sub-007,SingLEM,CSBrain,0.7866666666666666,0.8266666666666667,-0.04,,
strict_svm,Tables II-III,wbcic_3c,sub-008,SingLEM,CSBrain,0.6833333333333333,0.5933333333333334,0.09,,
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,CSBrain,0.78,0.7266666666666667,0.053333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,CSBrain,0.6755852842809364,0.5719063545150501,0.103678929766,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,CSBrain,0.37333333333333335,0.36666666666666664,0.006666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-001,SingLEM,LUNA,0.71,0.47333333333333333,0.236666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-002,SingLEM,LUNA,0.87,0.5566666666666666,0.313333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-003,SingLEM,LUNA,0.69,0.44666666666666666,0.243333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-004,SingLEM,LUNA,0.71,0.39666666666666667,0.313333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-005,SingLEM,LUNA,0.6533333333333333,0.49,0.163333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-006,SingLEM,LUNA,0.5633333333333334,0.41333333333333333,0.15,,
strict_svm,Tables II-III,wbcic_3c,sub-007,SingLEM,LUNA,0.7866666666666666,0.53,0.256666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-008,SingLEM,LUNA,0.6833333333333333,0.45666666666666667,0.226666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,LUNA,0.78,0.4633333333333333,0.316666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,LUNA,0.6755852842809364,0.43478260869565216,0.240802675585,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,LUNA,0.37333333333333335,0.32666666666666666,0.046666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-001,SingLEM,MIRepNet,0.71,0.61,0.1,,
strict_svm,Tables II-III,wbcic_3c,sub-002,SingLEM,MIRepNet,0.87,0.6,0.27,,
strict_svm,Tables II-III,wbcic_3c,sub-003,SingLEM,MIRepNet,0.69,0.3233333333333333,0.366666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-004,SingLEM,MIRepNet,0.71,0.49333333333333335,0.216666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-005,SingLEM,MIRepNet,0.6533333333333333,0.4,0.253333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-006,SingLEM,MIRepNet,0.5633333333333334,0.42,0.143333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-007,SingLEM,MIRepNet,0.7866666666666666,0.47,0.316666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-008,SingLEM,MIRepNet,0.6833333333333333,0.61,0.073333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,MIRepNet,0.78,0.30666666666666664,0.473333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,MIRepNet,0.6755852842809364,0.3979933110367893,0.277591973244,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,MIRepNet,0.37333333333333335,0.68,-0.306666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-001,SingLEM,CSP,0.71,0.36333333333333334,0.346666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-002,SingLEM,CSP,0.87,0.3333333333333333,0.536666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-003,SingLEM,CSP,0.69,0.3233333333333333,0.366666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-004,SingLEM,CSP,0.71,0.32,0.39,,
strict_svm,Tables II-III,wbcic_3c,sub-005,SingLEM,CSP,0.6533333333333333,0.3566666666666667,0.296666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-006,SingLEM,CSP,0.5633333333333334,0.32666666666666666,0.236666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-007,SingLEM,CSP,0.7866666666666666,0.34,0.446666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-008,SingLEM,CSP,0.6833333333333333,0.38666666666666666,0.296666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,CSP,0.78,0.3433333333333333,0.436666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,CSP,0.6755852842809364,0.34782608695652173,0.327759197324,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,CSP,0.37333333333333335,0.38333333333333336,-0.01,,
strict_svm,Tables II-III,wbcic_3c,sub-001,SingLEM,Welch PSD,0.71,0.41333333333333333,0.296666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-002,SingLEM,Welch PSD,0.87,0.34,0.53,,
strict_svm,Tables II-III,wbcic_3c,sub-003,SingLEM,Welch PSD,0.69,0.34,0.35,,
strict_svm,Tables II-III,wbcic_3c,sub-004,SingLEM,Welch PSD,0.71,0.36,0.35,,
strict_svm,Tables II-III,wbcic_3c,sub-005,SingLEM,Welch PSD,0.6533333333333333,0.33,0.323333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-006,SingLEM,Welch PSD,0.5633333333333334,0.3433333333333333,0.22,,
strict_svm,Tables II-III,wbcic_3c,sub-007,SingLEM,Welch PSD,0.7866666666666666,0.33,0.456666666667,,
strict_svm,Tables II-III,wbcic_3c,sub-008,SingLEM,Welch PSD,0.6833333333333333,0.4633333333333333,0.22,,
strict_svm,Tables II-III,wbcic_3c,sub-009,SingLEM,Welch PSD,0.78,0.38666666666666666,0.393333333333,,
strict_svm,Tables II-III,wbcic_3c,sub-010,SingLEM,Welch PSD,0.6755852842809364,0.34782608695652173,0.327759197324,,
strict_svm,Tables II-III,wbcic_3c,sub-011,SingLEM,Welch PSD,0.37333333333333335,0.4866666666666667,-0.113333333333,,
strict_svm,Tables II-III,wbcic_2c,sub-001,SingLEM,BENDR,0.88,0.5,0.38,,
strict_svm,Tables II-III,wbcic_2c,sub-002,SingLEM,BENDR,0.72,0.5,0.22,,
strict_svm,Tables II-III,wbcic_2c,sub-003,SingLEM,BENDR,0.925,0.54,0.385,,
strict_svm,Tables II-III,wbcic_2c,sub-004,SingLEM,BENDR,0.54,0.5,0.04,,
strict_svm,Tables II-III,wbcic_2c,sub-005,SingLEM,BENDR,0.905,0.475,0.43,,
strict_svm,Tables II-III,wbcic_2c,sub-006,SingLEM,BENDR,0.86,0.485,0.375,,
strict_svm,Tables II-III,wbcic_2c,sub-007,SingLEM,BENDR,0.71,0.5,0.21,,
strict_svm,Tables II-III,wbcic_2c,sub-008,SingLEM,BENDR,0.9,0.545,0.355,,
strict_svm,Tables II-III,wbcic_2c,sub-009,SingLEM,BENDR,0.79,0.47,0.32,,
strict_svm,Tables II-III,wbcic_2c,sub-010,SingLEM,BENDR,0.81,0.515,0.295,,
strict_svm,Tables II-III,wbcic_2c,sub-011,SingLEM,BENDR,0.9,0.48,0.42,,
strict_svm,Tables II-III,wbcic_2c,sub-012,SingLEM,BENDR,0.525,0.47,0.055,,
strict_svm,Tables II-III,wbcic_2c,sub-013,SingLEM,BENDR,0.87,0.53,0.34,,
strict_svm,Tables II-III,wbcic_2c,sub-014,SingLEM,BENDR,0.55,0.565,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-015,SingLEM,BENDR,0.825,0.555,0.27,,
strict_svm,Tables II-III,wbcic_2c,sub-016,SingLEM,BENDR,0.665,0.555,0.11,,
strict_svm,Tables II-III,wbcic_2c,sub-017,SingLEM,BENDR,0.775,0.535,0.24,,
strict_svm,Tables II-III,wbcic_2c,sub-018,SingLEM,BENDR,0.64,0.495,0.145,,
strict_svm,Tables II-III,wbcic_2c,sub-019,SingLEM,BENDR,0.755,0.545,0.21,,
strict_svm,Tables II-III,wbcic_2c,sub-020,SingLEM,BENDR,0.915,0.51,0.405,,
strict_svm,Tables II-III,wbcic_2c,sub-021,SingLEM,BENDR,0.91,0.555,0.355,,
strict_svm,Tables II-III,wbcic_2c,sub-022,SingLEM,BENDR,0.705,0.52,0.185,,
strict_svm,Tables II-III,wbcic_2c,sub-023,SingLEM,BENDR,0.8994974874371859,0.5175879396984925,0.381909547739,,
strict_svm,Tables II-III,wbcic_2c,sub-024,SingLEM,BENDR,0.965,0.495,0.47,,
strict_svm,Tables II-III,wbcic_2c,sub-025,SingLEM,BENDR,0.925,0.525,0.4,,
strict_svm,Tables II-III,wbcic_2c,sub-026,SingLEM,BENDR,0.8844221105527639,0.542713567839196,0.341708542714,,
strict_svm,Tables II-III,wbcic_2c,sub-027,SingLEM,BENDR,0.685,0.56,0.125,,
strict_svm,Tables II-III,wbcic_2c,sub-028,SingLEM,BENDR,0.82,0.44,0.38,,
strict_svm,Tables II-III,wbcic_2c,sub-029,SingLEM,BENDR,0.48,0.485,-0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-030,SingLEM,BENDR,0.84,0.58,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-031,SingLEM,BENDR,0.87,0.475,0.395,,
strict_svm,Tables II-III,wbcic_2c,sub-032,SingLEM,BENDR,0.6,0.505,0.095,,
strict_svm,Tables II-III,wbcic_2c,sub-033,SingLEM,BENDR,0.925,0.575,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-034,SingLEM,BENDR,0.64,0.455,0.185,,
strict_svm,Tables II-III,wbcic_2c,sub-035,SingLEM,BENDR,0.975,0.535,0.44,,
strict_svm,Tables II-III,wbcic_2c,sub-036,SingLEM,BENDR,0.91,0.465,0.445,,
strict_svm,Tables II-III,wbcic_2c,sub-037,SingLEM,BENDR,0.915,0.495,0.42,,
strict_svm,Tables II-III,wbcic_2c,sub-038,SingLEM,BENDR,0.555,0.455,0.1,,
strict_svm,Tables II-III,wbcic_2c,sub-039,SingLEM,BENDR,0.55,0.445,0.105,,
strict_svm,Tables II-III,wbcic_2c,sub-040,SingLEM,BENDR,0.825,0.525,0.3,,
strict_svm,Tables II-III,wbcic_2c,sub-041,SingLEM,BENDR,0.915,0.525,0.39,,
strict_svm,Tables II-III,wbcic_2c,sub-042,SingLEM,BENDR,0.815,0.455,0.36,,
strict_svm,Tables II-III,wbcic_2c,sub-043,SingLEM,BENDR,0.97,0.595,0.375,,
strict_svm,Tables II-III,wbcic_2c,sub-044,SingLEM,BENDR,0.69,0.535,0.155,,
strict_svm,Tables II-III,wbcic_2c,sub-045,SingLEM,BENDR,0.795,0.5,0.295,,
strict_svm,Tables II-III,wbcic_2c,sub-046,SingLEM,BENDR,0.98,0.525,0.455,,
strict_svm,Tables II-III,wbcic_2c,sub-047,SingLEM,BENDR,0.795,0.495,0.3,,
strict_svm,Tables II-III,wbcic_2c,sub-048,SingLEM,BENDR,0.84,0.52,0.32,,
strict_svm,Tables II-III,wbcic_2c,sub-049,SingLEM,BENDR,0.85,0.455,0.395,,
strict_svm,Tables II-III,wbcic_2c,sub-050,SingLEM,BENDR,0.86,0.5,0.36,,
strict_svm,Tables II-III,wbcic_2c,sub-051,SingLEM,BENDR,0.79,0.53,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-001,SingLEM,BIOT,0.88,0.49,0.39,,
strict_svm,Tables II-III,wbcic_2c,sub-002,SingLEM,BIOT,0.72,0.53,0.19,,
strict_svm,Tables II-III,wbcic_2c,sub-003,SingLEM,BIOT,0.925,0.56,0.365,,
strict_svm,Tables II-III,wbcic_2c,sub-004,SingLEM,BIOT,0.54,0.54,0.0,,
strict_svm,Tables II-III,wbcic_2c,sub-005,SingLEM,BIOT,0.905,0.485,0.42,,
strict_svm,Tables II-III,wbcic_2c,sub-006,SingLEM,BIOT,0.86,0.535,0.325,,
strict_svm,Tables II-III,wbcic_2c,sub-007,SingLEM,BIOT,0.71,0.5,0.21,,
strict_svm,Tables II-III,wbcic_2c,sub-008,SingLEM,BIOT,0.9,0.54,0.36,,
strict_svm,Tables II-III,wbcic_2c,sub-009,SingLEM,BIOT,0.79,0.485,0.305,,
strict_svm,Tables II-III,wbcic_2c,sub-010,SingLEM,BIOT,0.81,0.48,0.33,,
strict_svm,Tables II-III,wbcic_2c,sub-011,SingLEM,BIOT,0.9,0.515,0.385,,
strict_svm,Tables II-III,wbcic_2c,sub-012,SingLEM,BIOT,0.525,0.55,-0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-013,SingLEM,BIOT,0.87,0.53,0.34,,
strict_svm,Tables II-III,wbcic_2c,sub-014,SingLEM,BIOT,0.55,0.495,0.055,,
strict_svm,Tables II-III,wbcic_2c,sub-015,SingLEM,BIOT,0.825,0.51,0.315,,
strict_svm,Tables II-III,wbcic_2c,sub-016,SingLEM,BIOT,0.665,0.48,0.185,,
strict_svm,Tables II-III,wbcic_2c,sub-017,SingLEM,BIOT,0.775,0.51,0.265,,
strict_svm,Tables II-III,wbcic_2c,sub-018,SingLEM,BIOT,0.64,0.45,0.19,,
strict_svm,Tables II-III,wbcic_2c,sub-019,SingLEM,BIOT,0.755,0.475,0.28,,
strict_svm,Tables II-III,wbcic_2c,sub-020,SingLEM,BIOT,0.915,0.515,0.4,,
strict_svm,Tables II-III,wbcic_2c,sub-021,SingLEM,BIOT,0.91,0.56,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-022,SingLEM,BIOT,0.705,0.465,0.24,,
strict_svm,Tables II-III,wbcic_2c,sub-023,SingLEM,BIOT,0.8994974874371859,0.457286432160804,0.442211055276,,
strict_svm,Tables II-III,wbcic_2c,sub-024,SingLEM,BIOT,0.965,0.525,0.44,,
strict_svm,Tables II-III,wbcic_2c,sub-025,SingLEM,BIOT,0.925,0.465,0.46,,
strict_svm,Tables II-III,wbcic_2c,sub-026,SingLEM,BIOT,0.8844221105527639,0.5175879396984925,0.366834170854,,
strict_svm,Tables II-III,wbcic_2c,sub-027,SingLEM,BIOT,0.685,0.49,0.195,,
strict_svm,Tables II-III,wbcic_2c,sub-028,SingLEM,BIOT,0.82,0.555,0.265,,
strict_svm,Tables II-III,wbcic_2c,sub-029,SingLEM,BIOT,0.48,0.515,-0.035,,
strict_svm,Tables II-III,wbcic_2c,sub-030,SingLEM,BIOT,0.84,0.53,0.31,,
strict_svm,Tables II-III,wbcic_2c,sub-031,SingLEM,BIOT,0.87,0.555,0.315,,
strict_svm,Tables II-III,wbcic_2c,sub-032,SingLEM,BIOT,0.6,0.505,0.095,,
strict_svm,Tables II-III,wbcic_2c,sub-033,SingLEM,BIOT,0.925,0.48,0.445,,
strict_svm,Tables II-III,wbcic_2c,sub-034,SingLEM,BIOT,0.64,0.49,0.15,,
strict_svm,Tables II-III,wbcic_2c,sub-035,SingLEM,BIOT,0.975,0.52,0.455,,
strict_svm,Tables II-III,wbcic_2c,sub-036,SingLEM,BIOT,0.91,0.56,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-037,SingLEM,BIOT,0.915,0.52,0.395,,
strict_svm,Tables II-III,wbcic_2c,sub-038,SingLEM,BIOT,0.555,0.58,-0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-039,SingLEM,BIOT,0.55,0.545,0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-040,SingLEM,BIOT,0.825,0.475,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-041,SingLEM,BIOT,0.915,0.475,0.44,,
strict_svm,Tables II-III,wbcic_2c,sub-042,SingLEM,BIOT,0.815,0.47,0.345,,
strict_svm,Tables II-III,wbcic_2c,sub-043,SingLEM,BIOT,0.97,0.45,0.52,,
strict_svm,Tables II-III,wbcic_2c,sub-044,SingLEM,BIOT,0.69,0.53,0.16,,
strict_svm,Tables II-III,wbcic_2c,sub-045,SingLEM,BIOT,0.795,0.555,0.24,,
strict_svm,Tables II-III,wbcic_2c,sub-046,SingLEM,BIOT,0.98,0.475,0.505,,
strict_svm,Tables II-III,wbcic_2c,sub-047,SingLEM,BIOT,0.795,0.46,0.335,,
strict_svm,Tables II-III,wbcic_2c,sub-048,SingLEM,BIOT,0.84,0.505,0.335,,
strict_svm,Tables II-III,wbcic_2c,sub-049,SingLEM,BIOT,0.85,0.44,0.41,,
strict_svm,Tables II-III,wbcic_2c,sub-050,SingLEM,BIOT,0.86,0.565,0.295,,
strict_svm,Tables II-III,wbcic_2c,sub-051,SingLEM,BIOT,0.79,0.515,0.275,,
strict_svm,Tables II-III,wbcic_2c,sub-001,SingLEM,LaBraM,0.88,0.605,0.275,,
strict_svm,Tables II-III,wbcic_2c,sub-002,SingLEM,LaBraM,0.72,0.515,0.205,,
strict_svm,Tables II-III,wbcic_2c,sub-003,SingLEM,LaBraM,0.925,0.695,0.23,,
strict_svm,Tables II-III,wbcic_2c,sub-004,SingLEM,LaBraM,0.54,0.47,0.07,,
strict_svm,Tables II-III,wbcic_2c,sub-005,SingLEM,LaBraM,0.905,0.545,0.36,,
strict_svm,Tables II-III,wbcic_2c,sub-006,SingLEM,LaBraM,0.86,0.565,0.295,,
strict_svm,Tables II-III,wbcic_2c,sub-007,SingLEM,LaBraM,0.71,0.51,0.2,,
strict_svm,Tables II-III,wbcic_2c,sub-008,SingLEM,LaBraM,0.9,0.66,0.24,,
strict_svm,Tables II-III,wbcic_2c,sub-009,SingLEM,LaBraM,0.79,0.57,0.22,,
strict_svm,Tables II-III,wbcic_2c,sub-010,SingLEM,LaBraM,0.81,0.55,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-011,SingLEM,LaBraM,0.9,0.6,0.3,,
strict_svm,Tables II-III,wbcic_2c,sub-012,SingLEM,LaBraM,0.525,0.45,0.075,,
strict_svm,Tables II-III,wbcic_2c,sub-013,SingLEM,LaBraM,0.87,0.625,0.245,,
strict_svm,Tables II-III,wbcic_2c,sub-014,SingLEM,LaBraM,0.55,0.555,-0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-015,SingLEM,LaBraM,0.825,0.595,0.23,,
strict_svm,Tables II-III,wbcic_2c,sub-016,SingLEM,LaBraM,0.665,0.52,0.145,,
strict_svm,Tables II-III,wbcic_2c,sub-017,SingLEM,LaBraM,0.775,0.57,0.205,,
strict_svm,Tables II-III,wbcic_2c,sub-018,SingLEM,LaBraM,0.64,0.5,0.14,,
strict_svm,Tables II-III,wbcic_2c,sub-019,SingLEM,LaBraM,0.755,0.66,0.095,,
strict_svm,Tables II-III,wbcic_2c,sub-020,SingLEM,LaBraM,0.915,0.57,0.345,,
strict_svm,Tables II-III,wbcic_2c,sub-021,SingLEM,LaBraM,0.91,0.545,0.365,,
strict_svm,Tables II-III,wbcic_2c,sub-022,SingLEM,LaBraM,0.705,0.58,0.125,,
strict_svm,Tables II-III,wbcic_2c,sub-023,SingLEM,LaBraM,0.8994974874371859,0.5778894472361809,0.321608040201,,
strict_svm,Tables II-III,wbcic_2c,sub-024,SingLEM,LaBraM,0.965,0.56,0.405,,
strict_svm,Tables II-III,wbcic_2c,sub-025,SingLEM,LaBraM,0.925,0.685,0.24,,
strict_svm,Tables II-III,wbcic_2c,sub-026,SingLEM,LaBraM,0.8844221105527639,0.5778894472361809,0.306532663317,,
strict_svm,Tables II-III,wbcic_2c,sub-027,SingLEM,LaBraM,0.685,0.53,0.155,,
strict_svm,Tables II-III,wbcic_2c,sub-028,SingLEM,LaBraM,0.82,0.575,0.245,,
strict_svm,Tables II-III,wbcic_2c,sub-029,SingLEM,LaBraM,0.48,0.55,-0.07,,
strict_svm,Tables II-III,wbcic_2c,sub-030,SingLEM,LaBraM,0.84,0.7,0.14,,
strict_svm,Tables II-III,wbcic_2c,sub-031,SingLEM,LaBraM,0.87,0.655,0.215,,
strict_svm,Tables II-III,wbcic_2c,sub-032,SingLEM,LaBraM,0.6,0.545,0.055,,
strict_svm,Tables II-III,wbcic_2c,sub-033,SingLEM,LaBraM,0.925,0.67,0.255,,
strict_svm,Tables II-III,wbcic_2c,sub-034,SingLEM,LaBraM,0.64,0.46,0.18,,
strict_svm,Tables II-III,wbcic_2c,sub-035,SingLEM,LaBraM,0.975,0.625,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-036,SingLEM,LaBraM,0.91,0.61,0.3,,
strict_svm,Tables II-III,wbcic_2c,sub-037,SingLEM,LaBraM,0.915,0.565,0.35,,
strict_svm,Tables II-III,wbcic_2c,sub-038,SingLEM,LaBraM,0.555,0.45,0.105,,
strict_svm,Tables II-III,wbcic_2c,sub-039,SingLEM,LaBraM,0.55,0.605,-0.055,,
strict_svm,Tables II-III,wbcic_2c,sub-040,SingLEM,LaBraM,0.825,0.63,0.195,,
strict_svm,Tables II-III,wbcic_2c,sub-041,SingLEM,LaBraM,0.915,0.575,0.34,,
strict_svm,Tables II-III,wbcic_2c,sub-042,SingLEM,LaBraM,0.815,0.595,0.22,,
strict_svm,Tables II-III,wbcic_2c,sub-043,SingLEM,LaBraM,0.97,0.615,0.355,,
strict_svm,Tables II-III,wbcic_2c,sub-044,SingLEM,LaBraM,0.69,0.535,0.155,,
strict_svm,Tables II-III,wbcic_2c,sub-045,SingLEM,LaBraM,0.795,0.535,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-046,SingLEM,LaBraM,0.98,0.525,0.455,,
strict_svm,Tables II-III,wbcic_2c,sub-047,SingLEM,LaBraM,0.795,0.56,0.235,,
strict_svm,Tables II-III,wbcic_2c,sub-048,SingLEM,LaBraM,0.84,0.58,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-049,SingLEM,LaBraM,0.85,0.59,0.26,,
strict_svm,Tables II-III,wbcic_2c,sub-050,SingLEM,LaBraM,0.86,0.565,0.295,,
strict_svm,Tables II-III,wbcic_2c,sub-051,SingLEM,LaBraM,0.79,0.49,0.3,,
strict_svm,Tables II-III,wbcic_2c,sub-001,SingLEM,CBraMod,0.88,0.82,0.06,,
strict_svm,Tables II-III,wbcic_2c,sub-002,SingLEM,CBraMod,0.72,0.715,0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-003,SingLEM,CBraMod,0.925,0.955,-0.03,,
strict_svm,Tables II-III,wbcic_2c,sub-004,SingLEM,CBraMod,0.54,0.6,-0.06,,
strict_svm,Tables II-III,wbcic_2c,sub-005,SingLEM,CBraMod,0.905,0.775,0.13,,
strict_svm,Tables II-III,wbcic_2c,sub-006,SingLEM,CBraMod,0.86,0.84,0.02,,
strict_svm,Tables II-III,wbcic_2c,sub-007,SingLEM,CBraMod,0.71,0.725,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-008,SingLEM,CBraMod,0.9,0.9,0.0,,
strict_svm,Tables II-III,wbcic_2c,sub-009,SingLEM,CBraMod,0.79,0.76,0.03,,
strict_svm,Tables II-III,wbcic_2c,sub-010,SingLEM,CBraMod,0.81,0.785,0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-011,SingLEM,CBraMod,0.9,0.945,-0.045,,
strict_svm,Tables II-III,wbcic_2c,sub-012,SingLEM,CBraMod,0.525,0.52,0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-013,SingLEM,CBraMod,0.87,0.74,0.13,,
strict_svm,Tables II-III,wbcic_2c,sub-014,SingLEM,CBraMod,0.55,0.565,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-015,SingLEM,CBraMod,0.825,0.78,0.045,,
strict_svm,Tables II-III,wbcic_2c,sub-016,SingLEM,CBraMod,0.665,0.71,-0.045,,
strict_svm,Tables II-III,wbcic_2c,sub-017,SingLEM,CBraMod,0.775,0.695,0.08,,
strict_svm,Tables II-III,wbcic_2c,sub-018,SingLEM,CBraMod,0.64,0.675,-0.035,,
strict_svm,Tables II-III,wbcic_2c,sub-019,SingLEM,CBraMod,0.755,0.775,-0.02,,
strict_svm,Tables II-III,wbcic_2c,sub-020,SingLEM,CBraMod,0.915,0.88,0.035,,
strict_svm,Tables II-III,wbcic_2c,sub-021,SingLEM,CBraMod,0.91,0.86,0.05,,
strict_svm,Tables II-III,wbcic_2c,sub-022,SingLEM,CBraMod,0.705,0.73,-0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-023,SingLEM,CBraMod,0.8994974874371859,0.8291457286432161,0.070351758794,,
strict_svm,Tables II-III,wbcic_2c,sub-024,SingLEM,CBraMod,0.965,0.96,0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-025,SingLEM,CBraMod,0.925,0.9,0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-026,SingLEM,CBraMod,0.8844221105527639,0.8090452261306532,0.075376884422,,
strict_svm,Tables II-III,wbcic_2c,sub-027,SingLEM,CBraMod,0.685,0.695,-0.01,,
strict_svm,Tables II-III,wbcic_2c,sub-028,SingLEM,CBraMod,0.82,0.835,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-029,SingLEM,CBraMod,0.48,0.665,-0.185,,
strict_svm,Tables II-III,wbcic_2c,sub-030,SingLEM,CBraMod,0.84,0.84,0.0,,
strict_svm,Tables II-III,wbcic_2c,sub-031,SingLEM,CBraMod,0.87,0.885,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-032,SingLEM,CBraMod,0.6,0.595,0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-033,SingLEM,CBraMod,0.925,0.89,0.035,,
strict_svm,Tables II-III,wbcic_2c,sub-034,SingLEM,CBraMod,0.64,0.605,0.035,,
strict_svm,Tables II-III,wbcic_2c,sub-035,SingLEM,CBraMod,0.975,0.885,0.09,,
strict_svm,Tables II-III,wbcic_2c,sub-036,SingLEM,CBraMod,0.91,0.815,0.095,,
strict_svm,Tables II-III,wbcic_2c,sub-037,SingLEM,CBraMod,0.915,0.915,0.0,,
strict_svm,Tables II-III,wbcic_2c,sub-038,SingLEM,CBraMod,0.555,0.56,-0.005,,
strict_svm,Tables II-III,wbcic_2c,sub-039,SingLEM,CBraMod,0.55,0.725,-0.175,,
strict_svm,Tables II-III,wbcic_2c,sub-040,SingLEM,CBraMod,0.825,0.765,0.06,,
strict_svm,Tables II-III,wbcic_2c,sub-041,SingLEM,CBraMod,0.915,0.93,-0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-042,SingLEM,CBraMod,0.815,0.775,0.04,,
strict_svm,Tables II-III,wbcic_2c,sub-043,SingLEM,CBraMod,0.97,0.93,0.04,,
strict_svm,Tables II-III,wbcic_2c,sub-044,SingLEM,CBraMod,0.69,0.665,0.025,,
strict_svm,Tables II-III,wbcic_2c,sub-045,SingLEM,CBraMod,0.795,0.78,0.015,,
strict_svm,Tables II-III,wbcic_2c,sub-046,SingLEM,CBraMod,0.98,0.925,0.055,,
strict_svm,Tables II-III,wbcic_2c,sub-047,SingLEM,CBraMod,0.795,0.77,0.025,,
