n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,84.61538461538461,9.284427770256594,84.21935357257891,10.020650991070331,86.05262861628601,7.947452649153887,0.6923076923076923,0.1856885554051319
