n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,69.03846153846153,7.103825214338479,68.74357482895752,7.304980214925962,69.6426315585432,7.229094800662791,0.3807692307692308,0.14207650428676957
