n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
11,66.17087260565522,12.528583226717869,66.02121425910266,12.677913985046322,66.6514807147435,12.551078582209882,0.49255840560144615,0.1879296055152899
