n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,84.82905982905984,8.833990771063727,84.5525871210046,9.261116440819924,86.02059994529402,7.8208967193479415,0.6965811965811965,0.17667981542127453
