n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
21,72.66156462585033,10.768005916098629,72.31637053245483,11.204205117679821,73.18811707965688,10.54941732496552,72.66156462585033,10.768005916098627,0.4532312925170068,0.21536011832197258
