channel,n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
Fp1,26,82.79914529914531,8.775992461523103,82.66613411499695,8.986763928620638,83.28721506642076,8.491855803908965,82.79914529914531,8.775992461523103,0.6559829059829061,0.17551984923046207
AF5,26,81.94444444444446,8.748897637790902,81.79620735013576,8.870724016856489,82.71321999731114,8.537685834451576,81.94444444444446,8.748897637790904,0.6388888888888888,0.174977952755818
AFz,26,81.83760683760684,8.792209276945735,81.72525036915074,8.894524208048255,82.36219053704129,8.60202860796575,81.83760683760684,8.792209276945735,0.6367521367521368,0.17584418553891468
F1,26,79.48717948717949,8.98650988560223,79.30039882513876,9.137674111289526,80.2925580131551,8.854555729884662,79.48717948717949,8.986509885602228,0.5897435897435898,0.17973019771204457
FC5,26,78.36538461538461,9.26440384145207,78.04196291094247,9.595190507408079,79.41920494861745,8.739383681039728,78.36538461538461,9.26440384145207,0.5673076923076923,0.18528807682904141
FC1,26,77.19017094017093,11.298237304634421,76.73747788547132,11.789750051688424,78.31134060865784,10.620898077270267,77.19017094017093,11.298237304634421,0.5438034188034189,0.2259647460926884
T7,26,74.41239316239316,10.687574105750423,73.88772833749562,11.411040944328693,75.36294555110939,10.414630690924962,74.41239316239316,10.687574105750421,0.48824786324786323,0.2137514821150084
C3,26,78.73931623931624,11.004833609511296,78.1478055256635,12.055849517759802,79.89910902854169,10.169804518251441,78.73931623931624,11.004833609511296,0.5747863247863247,0.22009667219022594
Cz,26,75.58760683760684,13.558134300043118,74.86385166612412,14.507772314534808,76.78296751105928,13.225788011954945,75.58760683760684,13.558134300043118,0.5117521367521367,0.27116268600086235
CP5,26,76.6025641025641,10.005340454319263,75.56415089960491,12.43686894041209,76.77371043567624,13.151570904028945,76.6025641025641,10.005340454319263,0.532051282051282,0.20010680908638526
CP1,26,75.42735042735043,13.121989547572795,74.38040051475264,14.693115789944905,76.99676667508596,12.744703867707644,75.42735042735043,13.121989547572793,0.5085470085470086,0.2624397909514559
P7,26,70.51282051282051,11.32643916337158,69.0290533435998,13.41547685678568,72.68773821593292,10.573334894628974,70.51282051282051,11.32643916337158,0.41025641025641024,0.22652878326743156
P3,26,73.71794871794873,11.6859831947881,72.34752347954986,14.153838687657885,75.53539181685154,10.521060497862472,73.71794871794873,11.6859831947881,0.4743589743589744,0.23371966389576201
Pz,26,72.97008547008546,12.430242201083125,71.6836016992056,14.652873868001457,73.91434529389265,12.630262127695794,72.97008547008546,12.430242201083123,0.45940170940170943,0.24860484402166247
POz,26,71.26068376068376,10.79243870232302,69.86492421370889,13.215400005405664,72.38278788759732,11.069923529635622,71.26068376068376,10.792438702323022,0.4252136752136752,0.2158487740464604
O1,26,66.50641025641026,9.463436158796863,65.1459649713087,11.477410225305157,66.76706571821775,12.552720668828805,66.50641025641026,9.463436158796863,0.3301282051282052,0.18926872317593726
Fp2,26,82.6923076923077,9.470802836231625,82.51302415558919,9.754362670784436,83.25421198594174,8.98807392284746,82.6923076923077,9.470802836231625,0.6538461538461539,0.18941605672463255
AF6,26,80.18162393162392,9.522210005078481,79.92098359248622,9.801618529550492,81.0773043197933,8.916921467751187,80.18162393162392,9.52221000507848,0.6036324786324786,0.1904442001015696
F2,26,80.18162393162392,9.634987141038497,79.98025268311468,9.838298934332276,80.95495043544028,9.380110965735042,80.18162393162392,9.634987141038497,0.6036324786324786,0.19269974282076996
FC2,26,78.1517094017094,10.726378672702145,77.64431589197629,11.36848868435041,79.50283116289121,9.95297447253305,78.1517094017094,10.726378672702145,0.563034188034188,0.2145275734540429
FC6,26,76.76282051282051,10.345554991017869,76.04009690989314,11.216002893614426,78.72381902269574,9.563806027674197,76.76282051282051,10.345554991017869,0.5352564102564102,0.20691109982035738
C4,26,76.06837606837608,11.25810882186765,75.17052795145405,12.510672035728613,78.18602357781525,10.450739385927834,76.06837606837608,11.258108821867651,0.5213675213675214,0.22516217643735303
T8,26,71.58119658119658,9.624354790229065,70.59777032242623,10.087569128291134,74.60313192854944,9.939171829594121,71.58119658119658,9.624354790229065,0.4316239316239316,0.19248709580458126
CP2,26,74.51923076923077,12.80156184826624,73.38680077350823,14.426316219223418,76.59340594584978,11.880815874392678,74.51923076923077,12.80156184826624,0.49038461538461536,0.2560312369653248
CP6,26,73.45085470085469,11.050717276570134,72.53467264148819,12.075478964578188,75.84476102309306,10.825210414007342,73.45085470085469,11.050717276570134,0.469017094017094,0.2210143455314027
P4,26,74.46581196581197,12.21639332646639,73.05281950105056,14.795312501295992,76.22610525731552,12.912468954289977,74.46581196581197,12.21639332646639,0.48931623931623935,0.2443278665293278
P8,26,67.57478632478632,10.061096598648252,64.9024603313359,13.417369878064836,71.064923457252,12.679582053963287,67.57478632478632,10.061096598648252,0.3514957264957265,0.20122193197296503
O2,26,65.27777777777779,9.41990275434065,62.845347138833304,12.847499990395702,67.43904003919839,12.048597658975892,65.27777777777779,9.41990275434065,0.3055555555555556,0.188398055086813
