subject,best_params,validation_f1_macro,accuracy,f1_macro,precision_macro,recall_macro,kappa,valid,invalid_reason
VP001_C1,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.7333333333333333,0.5,0.46172248803827753,0.5,,0.0,True,
VP002_C1,"{""C"": 16.23776739188721, ""gamma"": ""auto""}",0.7365934981939428,0.5833333333333334,0.5737425404944586,0.5915750915750916,,0.16666666666666663,True,
VP003_C1,"{""C"": 1.8329807108324356, ""gamma"": ""auto""}",0.7466216216216216,0.5,0.3333333333333333,0.25,,0.0,True,
VP004_C1,"{""C"": 100.0, ""gamma"": ""scale""}",0.7499305362600722,0.5666666666666667,0.5622895622895623,0.5694444444444444,,0.1333333333333333,True,
VP005_C1,"{""C"": 3.79269019073225, ""gamma"": ""auto""}",0.7562088811212164,0.55,0.5468531468531468,0.5514285714285714,,0.09999999999999998,True,
VP006_C1,"{""C"": 33.59818286283781, ""gamma"": ""auto""}",0.7398959583833533,0.5833333333333334,0.5368941031182464,0.6391465677179963,,0.16666666666666663,True,
VP007_C1,"{""C"": 100.0, ""gamma"": ""scale""}",0.7299969999666662,0.6333333333333333,0.6052631578947368,0.6863354037267081,,0.2666666666666667,True,
VP008_C1,"{""C"": 100.0, ""gamma"": ""scale""}",0.7593153859868069,0.55,0.4998456313677061,0.5834879406307978,,0.09999999999999998,True,
VP009_C1,"{""C"": 33.59818286283781, ""gamma"": ""scale""}",0.739814979541007,0.5666666666666667,0.5417156286721504,0.5852272727272727,,0.1333333333333333,True,
VP010_C1,"{""C"": 23.357214690901213, ""gamma"": ""scale""}",0.7666562958353704,0.5666666666666667,0.48412698412698413,0.6851851851851852,,0.1333333333333333,True,
VP011_C1,"{""C"": 100.0, ""gamma"": ""scale""}",0.7630147197899397,0.5833333333333334,0.5688416211555045,0.5962772785622593,,0.16666666666666663,True,
VP012_C1,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.779990221787635,0.6,0.5927601809954751,0.6076555023923444,,0.19999999999999996,True,
VP013_C1,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.7599893328592382,0.5333333333333333,0.4444444444444444,0.5925925925925926,,0.06666666666666665,True,
VP014_C1,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.7399884439308414,0.6,0.5378690629011553,0.7163461538461539,,0.19999999999999996,True,
VP015_C1,"{""C"": 48.32930238571752, ""gamma"": ""scale""}",0.7491946361092843,0.5,0.49776785714285715,0.5,,0.0,True,
VP016_C1,"{""C"": 69.51927961775604, ""gamma"": ""auto""}",0.7431935164700781,0.7666666666666667,0.7569444444444444,0.8174603174603174,,0.5333333333333333,True,
VP017_C1,"{""C"": 16.23776739188721, ""gamma"": ""scale""}",0.7332859174964438,0.5,0.4994438264738599,0.5,,0.0,True,
VP018_C1,"{""C"": 0.6158482110660264, ""gamma"": ""auto""}",0.7398959583833533,0.65,0.6419437340153453,0.6648351648351649,,0.30000000000000004,True,
VP019_C1,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.7099709970997099,0.4666666666666667,0.4139194139194139,0.4479166666666667,,-0.06666666666666665,True,
VP020_C1,"{""C"": 33.59818286283781, ""gamma"": ""scale""}",0.7531578011030066,0.5666666666666667,0.5334928229665072,0.5931677018633541,,0.1333333333333333,True,
VP021_C1,"{""C"": 100.0, ""gamma"": ""scale""}",0.6831608320085379,0.6166666666666667,0.607843137254902,0.6282051282051282,,0.23333333333333328,True,
VP022_C1,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.7395833333333333,0.6,0.55,0.68,,0.19999999999999996,True,
VP023_C1,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.7131293364170077,0.6,0.5833333333333333,0.6190476190476191,,0.19999999999999996,True,
VP024_C1,"{""C"": 33.59818286283781, ""gamma"": ""scale""}",0.7365934981939428,0.5333333333333333,0.4034090909090909,0.7586206896551724,,0.06666666666666665,True,
VP025_C1,"{""C"": 2.636650898730358, ""gamma"": ""auto""}",0.753322369883106,0.5333333333333333,0.53125,0.5339366515837104,,0.06666666666666665,True,
VP026_C1,"{""C"": 69.51927961775604, ""gamma"": ""scale""}",0.7432620172270075,0.48333333333333334,0.35214211076280044,0.4122807017543859,,-0.03333333333333344,True,
