n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,56.666666666666664,6.132441406718666,52.54304483426052,8.86192819485316,58.885279407311295,11.266369785468571,0.1333333333333333,0.12264882813437332
