n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
26,56.730769230769226,7.132762798194533,54.60010019455728,7.978315526081115,58.47783195415249,8.70420495366115,56.730769230769226,7.132762798194532,0.1346153846153846,0.14265525596389067
