n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
11,51.98591263808655,8.671503547569914,49.63508334121844,9.011880760370303,54.41333654167985,9.975650176627115,51.988368533823085,8.671982699255619,0.27979861524149396,0.13007447848180176
