n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
21,52.827380952380956,6.045462682675251,50.850449000783414,7.720582269283324,52.644464592630854,7.099748999797106,52.827380952380956,6.04546268267525,0.05654761904761907,0.12090925365350502
