protocol,family,model,variant,dataset,channel,n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,T8,26,69.97863247863248,8.951067546064147,68.63098888249823,11.350350461323016,70.61817300727526,11.78778663955971,69.97863247863249,8.951067546064145,0.3995726495726496,0.17902135092128293
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,CP2,26,74.46581196581197,9.148122195656235,73.60744986987727,11.079140477484373,75.24300191821584,10.170915659439542,74.46581196581197,9.148122195656233,0.48931623931623935,0.18296244391312466
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,CP6,26,73.46866096866097,8.206618108240855,72.47343353978087,10.568769579051313,73.92873580014067,11.7256558904401,73.46866096866097,8.206618108240855,0.4693732193732194,0.16413236216481708
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,P4,26,72.11538461538461,8.258208383057774,71.1043582598954,10.218159104207345,73.46850326264949,9.029584492126846,72.11538461538461,8.258208383057774,0.4423076923076923,0.1651641676611555
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,P8,26,66.27492877492878,7.909697287154692,64.60673228078007,10.641190740073265,67.54881050209352,11.264126939657515,66.27492877492878,7.909697287154691,0.32549857549857547,0.15819394574309384
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,O2,26,62.21509971509972,7.7158879375322895,59.67595963654042,10.902585899755923,64.53169530438377,11.26095856241389,62.21509971509972,7.7158879375322895,0.2443019943019943,0.1543177587506458
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,Fp1,26,64.74358974358974,8.533493588238807,63.96182768376077,8.935184135884711,65.87240049980274,8.923889315438721,64.74358974358974,8.533493588238807,0.2948717948717948,0.17066987176477613
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,AF5,26,65.1923076923077,8.183003022212471,63.91860157603527,9.609035411473968,66.73959645958382,7.676288464850469,65.1923076923077,8.183003022212473,0.3038461538461539,0.16366006044424947
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,AFz,26,63.26923076923077,9.097994519316014,62.1546376400797,9.982891992134002,64.58307216840382,9.133120714896574,63.26923076923077,9.09799451931602,0.2653846153846154,0.18195989038632035
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,F1,26,61.282051282051285,8.935667509825656,60.132740412861374,9.756899007670148,62.05857406576235,8.901040202658686,61.282051282051285,8.935667509825658,0.22564102564102562,0.17871335019651313
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,FC5,26,63.07692307692307,7.113247542317826,62.38685994161883,7.481272208298708,63.884087591470426,7.03770652845159,63.07692307692307,7.113247542317827,0.26153846153846155,0.14226495084635654
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,FC1,26,59.55128205128205,9.062225533715853,58.56027462224775,9.575801468586107,60.448931804896034,9.458392437292721,59.55128205128205,9.062225533715857,0.19102564102564099,0.18124451067431713
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,T7,26,61.410256410256416,7.523183541446439,60.78169472691324,7.659444245504901,62.279000309433385,8.060323360671845,61.410256410256416,7.52318354144644,0.22820512820512823,0.1504636708289288
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,C3,26,63.717948717948715,8.410412756520499,63.08868767140328,8.55886395108691,64.73666790714344,8.766213776709861,63.717948717948715,8.410412756520499,0.27435897435897433,0.16820825513041
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,Cz,26,60.57692307692307,10.34883039760004,60.11771037471505,10.664100203549069,60.908884000730744,10.881222717468466,60.57692307692307,10.34883039760004,0.21153846153846154,0.20697660795200082
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,CP5,26,64.67948717948718,9.01873643242815,63.77477674503152,9.988148590037255,65.72847332612143,8.924129624122484,64.67948717948718,9.018736432428149,0.2935897435897436,0.18037472864856302
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,CP1,26,64.48717948717947,8.778372802508963,63.575658093930464,10.208164675765511,64.71344591167816,9.919333487991855,64.48717948717947,8.77837280250896,0.2897435897435897,0.17556745605017926
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,P7,26,62.56410256410256,8.707988276809967,62.21092509006898,8.74123246141582,63.122863476367264,8.975924388909554,62.56410256410256,8.707988276809969,0.2512820512820513,0.17415976553619938
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,P3,26,62.5,8.553751613570892,61.29023336568547,9.900990885271748,63.15098354952422,10.029607586112425,62.5,8.553751613570896,0.25,0.17107503227141788
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,Pz,26,61.34615384615384,9.17749942666823,60.371012286526906,10.175201191752857,61.74300980599578,9.911751022326504,61.34615384615384,9.177499426668232,0.2269230769230769,0.18354998853336466
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,POz,26,60.64102564102565,8.667652803856713,59.606764575129425,9.916938813316918,60.76054843239492,9.928102474430412,60.641025641025635,8.667652803856713,0.2128205128205128,0.17335305607713428
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,O1,26,55.320512820512825,8.53774925803999,54.82278792106749,8.435386455516484,55.81603343207038,9.175913778895428,55.320512820512825,8.537749258039987,0.10641025641025639,0.1707549851607998
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,Fp2,26,64.48717948717947,9.015655898605008,63.529016409961436,9.730109589988672,65.71781605597977,9.118780251991065,64.48717948717947,9.01565589860501,0.2897435897435897,0.18031311797210017
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,AF6,26,63.205128205128204,8.780319874242458,61.85380518029644,9.816608330523573,64.91016654472523,8.648316191980863,63.205128205128204,8.780319874242458,0.2641025641025641,0.17560639748484919
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,F2,26,61.98717948717949,9.955670977658142,61.01497605647528,10.544250971791769,62.79825991730987,10.013859185793091,61.98717948717949,9.955670977658142,0.23974358974358972,0.19911341955316283
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,FC2,26,59.679487179487175,10.445830968160676,58.97522130301333,10.886674003567865,60.03205964581579,10.622604521914209,59.679487179487175,10.445830968160676,0.1935897435897436,0.20891661936321354
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,FC6,26,60.256410256410255,10.04094182935609,58.87510475880442,10.988143821726588,61.08379506483187,10.437618807951036,60.256410256410255,10.04094182935609,0.20512820512820512,0.20081883658712182
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,C4,26,60.769230769230774,12.222299922052942,60.00365173274195,12.85894481525257,61.067317545499435,12.90815614837015,60.769230769230774,12.222299922052944,0.21538461538461537,0.24444599844105888
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,T8,26,57.11538461538461,10.46218260963098,55.726675243094725,11.331751757958296,57.56047510955439,11.405508652398083,57.11538461538461,10.462182609630984,0.1423076923076923,0.20924365219261967
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,CP2,26,61.410256410256416,10.756830467633192,61.06537057471621,10.86125522262369,61.89163356059577,11.358019351206066,61.410256410256416,10.756830467633192,0.22820512820512823,0.21513660935266385
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,CP6,26,61.410256410256416,11.524778211337205,60.76905130317175,11.997488605049742,61.775300699181734,11.786263295504746,61.410256410256416,11.524778211337205,0.22820512820512823,0.23049556422674414
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,P4,26,61.02564102564103,11.898430550818437,60.334691410549645,12.381961358931447,61.41013140392248,12.034469061129434,61.02564102564103,11.89843055081844,0.2205128205128205,0.2379686110163688
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,P8,26,59.23076923076923,12.167632557374587,58.543777446826894,12.542604368483362,59.5677049994143,12.521231463929873,59.23076923076923,12.167632557374588,0.18461538461538457,0.24335265114749177
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_word,O2,26,55.8974358974359,9.033650292480752,55.0977285387649,9.66346022517452,55.94641921702137,9.713900175540262,55.8974358974359,9.033650292480754,0.11794871794871795,0.18067300584961507
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,Fz,21,54.43452380952382,8.270109870002015,52.80984753016244,9.323628402277489,54.49423702979684,9.006974962474052,54.43452380952382,8.270109870002015,0.0886904761904762,0.1654021974000403
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FCz,21,54.55357142857144,7.474286277441,53.36581237393728,8.175062907501767,54.747258770345965,8.150046216957167,54.55357142857144,7.474286277441,0.09107142857142857,0.14948572554882003
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,Cz,21,55.17857142857143,6.480568482559448,53.853656643560676,7.27721879482937,55.647430934879736,6.927030434734531,55.17857142857143,6.480568482559448,0.10357142857142858,0.12961136965118894
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,CPz,21,54.672619047619044,6.550939363756854,53.96720605372701,6.935500819485221,54.890141077288966,6.979573353524453,54.67261904761905,6.550939363756854,0.09345238095238095,0.13101878727513705
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,Pz,21,54.79166666666666,5.797134708917271,54.09714538838431,6.1549670455840655,55.045889638352655,6.033274564879057,54.79166666666666,5.797134708917272,0.09583333333333333,0.11594269417834542
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C1,21,51.33928571428571,4.954029744994041,49.53651323402814,5.402134009015693,51.74240796719659,5.911091568781913,51.33928571428571,4.954029744994042,0.02678571428571428,0.0990805948998808
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C3,21,50.148809523809526,3.6384704563737715,48.6781880768391,4.5688812959271035,50.439816800753604,3.972039247766607,50.148809523809526,3.6384704563737706,0.0029761904761904656,0.07276940912747545
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C5,21,51.636904761904766,4.7904372128727655,50.1338062428055,5.7104227833823495,51.954019236685035,5.3641064682046835,51.636904761904766,4.7904372128727655,0.03273809523809525,0.09580874425745531
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C2,21,58.36309523809524,8.024562367536078,57.775121109657626,8.175280363395489,58.83817910000085,8.216981790735819,58.36309523809524,8.024562367536078,0.16726190476190475,0.1604912473507215
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C4,21,61.16071428571429,9.400560393630037,60.7742366741799,9.588461748871433,61.506764484787325,9.550567291708289,61.16071428571429,9.400560393630037,0.22321428571428573,0.18801120787260076
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,C6,21,62.73809523809524,9.685435647944608,62.41667965539648,9.775483645042454,63.137245838307564,9.76561595877604,62.73809523809524,9.685435647944608,0.25476190476190474,0.19370871295889217
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,F4,21,59.345238095238095,8.607037887129124,58.95110058636233,8.734579913231439,59.66518766501883,8.734378083406929,59.345238095238095,8.607037887129126,0.1869047619047619,0.1721407577425825
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC2,21,57.97619047619048,8.745321878690614,57.26489390942733,9.349757473593632,58.14619118913426,9.267779312452685,57.97619047619048,8.745321878690616,0.15952380952380954,0.1749064375738123
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC4,21,61.33928571428571,9.092162048395625,60.99251700195143,9.213423086057167,61.704473679186634,9.275983576877952,61.33928571428571,9.092162048395624,0.22678571428571428,0.1818432409679125
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC6,21,63.988095238095234,10.479660714473354,63.73681352806004,10.511988313741151,64.43941615206072,10.736581348410015,63.988095238095234,10.479660714473354,0.27976190476190477,0.2095932142894671
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,CP2,21,55.98214285714286,6.457709263242767,55.35669587332558,6.825186698086531,56.195960818937166,6.792498617946485,55.98214285714286,6.457709263242767,0.11964285714285715,0.1291541852648553
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,CP4,21,58.958333333333336,7.542414787939824,58.590371849336066,7.602806684039088,59.28602854135152,7.663329125820508,58.958333333333336,7.542414787939822,0.17916666666666664,0.1508482957587965
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,CP6,21,61.36904761904761,9.064911419733734,61.16376316238383,9.120182834058141,61.59516423219637,9.135913265427428,61.36904761904761,9.064911419733734,0.2273809523809524,0.18129822839467466
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,P4,21,60.238095238095234,7.165662997272213,59.625193924004286,7.672976396499806,60.59882587439813,7.312154298571338,60.238095238095234,7.165662997272213,0.20476190476190476,0.14331325994544425
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,F3,21,50.71428571428571,2.8455400567002593,48.96051120035746,3.944919750889327,50.741832752144944,3.3461639878735494,50.71428571428571,2.8455400567002584,0.0142857142857143,0.05691080113400516
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC1,21,51.81547619047618,5.589837185634726,50.40270070640991,6.15685317650876,52.00815198185629,6.598776639227137,51.81547619047618,5.589837185634726,0.036309523809523805,0.11179674371269455
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC3,21,50.17857142857143,4.614611885862434,49.46289735353179,4.490995566906783,50.44366706687514,5.04358316932133,50.17857142857143,4.614611885862435,0.003571428571428564,0.09229223771724869
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,dreyer,FC5,21,55.02976190476191,4.119675495773446,53.88415829358527,5.520603807330369,55.6152315398165,4.286422626049998,55.02976190476191,4.119675495773447,0.10059523809523808,0.0823935099154689
