protocol,family,model,variant,dataset,channel,n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,Fp1,26,82.79914529914531,8.775992461523103,82.66613411499695,8.986763928620638,83.28721506642076,8.491855803908965,82.79914529914531,8.775992461523103,0.6559829059829061,0.17551984923046207
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,AF5,26,81.94444444444446,8.748897637790902,81.79620735013576,8.870724016856489,82.71321999731114,8.537685834451576,81.94444444444446,8.748897637790904,0.6388888888888888,0.174977952755818
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,AFz,26,81.83760683760684,8.792209276945735,81.72525036915074,8.894524208048255,82.36219053704129,8.60202860796575,81.83760683760684,8.792209276945735,0.6367521367521368,0.17584418553891468
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,F1,26,79.48717948717949,8.98650988560223,79.30039882513876,9.137674111289526,80.2925580131551,8.854555729884662,79.48717948717949,8.986509885602228,0.5897435897435898,0.17973019771204457
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,FC5,26,78.36538461538461,9.26440384145207,78.04196291094247,9.595190507408079,79.41920494861745,8.739383681039728,78.36538461538461,9.26440384145207,0.5673076923076923,0.18528807682904141
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,FC1,26,77.19017094017093,11.298237304634421,76.73747788547132,11.789750051688424,78.31134060865784,10.620898077270267,77.19017094017093,11.298237304634421,0.5438034188034189,0.2259647460926884
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,T7,26,74.41239316239316,10.687574105750423,73.88772833749562,11.411040944328693,75.36294555110939,10.414630690924962,74.41239316239316,10.687574105750421,0.48824786324786323,0.2137514821150084
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,C3,26,78.73931623931624,11.004833609511296,78.1478055256635,12.055849517759802,79.89910902854169,10.169804518251441,78.73931623931624,11.004833609511296,0.5747863247863247,0.22009667219022594
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,Cz,26,75.58760683760684,13.558134300043118,74.86385166612412,14.507772314534808,76.78296751105928,13.225788011954945,75.58760683760684,13.558134300043118,0.5117521367521367,0.27116268600086235
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,CP5,26,76.6025641025641,10.005340454319263,75.56415089960491,12.43686894041209,76.77371043567624,13.151570904028945,76.6025641025641,10.005340454319263,0.532051282051282,0.20010680908638526
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,CP1,26,75.42735042735043,13.121989547572795,74.38040051475264,14.693115789944905,76.99676667508596,12.744703867707644,75.42735042735043,13.121989547572793,0.5085470085470086,0.2624397909514559
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,P7,26,70.51282051282051,11.32643916337158,69.0290533435998,13.41547685678568,72.68773821593292,10.573334894628974,70.51282051282051,11.32643916337158,0.41025641025641024,0.22652878326743156
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,P3,26,73.71794871794873,11.6859831947881,72.34752347954986,14.153838687657885,75.53539181685154,10.521060497862472,73.71794871794873,11.6859831947881,0.4743589743589744,0.23371966389576201
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,Pz,26,72.97008547008546,12.430242201083125,71.6836016992056,14.652873868001457,73.91434529389265,12.630262127695794,72.97008547008546,12.430242201083123,0.45940170940170943,0.24860484402166247
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,POz,26,71.26068376068376,10.79243870232302,69.86492421370889,13.215400005405664,72.38278788759732,11.069923529635622,71.26068376068376,10.792438702323022,0.4252136752136752,0.2158487740464604
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,O1,26,66.50641025641026,9.463436158796863,65.1459649713087,11.477410225305157,66.76706571821775,12.552720668828805,66.50641025641026,9.463436158796863,0.3301282051282052,0.18926872317593726
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,Fp2,26,82.6923076923077,9.470802836231625,82.51302415558919,9.754362670784436,83.25421198594174,8.98807392284746,82.6923076923077,9.470802836231625,0.6538461538461539,0.18941605672463255
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,AF6,26,80.18162393162392,9.522210005078481,79.92098359248622,9.801618529550492,81.0773043197933,8.916921467751187,80.18162393162392,9.52221000507848,0.6036324786324786,0.1904442001015696
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,F2,26,80.18162393162392,9.634987141038497,79.98025268311468,9.838298934332276,80.95495043544028,9.380110965735042,80.18162393162392,9.634987141038497,0.6036324786324786,0.19269974282076996
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,FC2,26,78.1517094017094,10.726378672702145,77.64431589197629,11.36848868435041,79.50283116289121,9.95297447253305,78.1517094017094,10.726378672702145,0.563034188034188,0.2145275734540429
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,FC6,26,76.76282051282051,10.345554991017869,76.04009690989314,11.216002893614426,78.72381902269574,9.563806027674197,76.76282051282051,10.345554991017869,0.5352564102564102,0.20691109982035738
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,C4,26,76.06837606837608,11.25810882186765,75.17052795145405,12.510672035728613,78.18602357781525,10.450739385927834,76.06837606837608,11.258108821867651,0.5213675213675214,0.22516217643735303
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,T8,26,71.58119658119658,9.624354790229065,70.59777032242623,10.087569128291134,74.60313192854944,9.939171829594121,71.58119658119658,9.624354790229065,0.4316239316239316,0.19248709580458126
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,CP2,26,74.51923076923077,12.80156184826624,73.38680077350823,14.426316219223418,76.59340594584978,11.880815874392678,74.51923076923077,12.80156184826624,0.49038461538461536,0.2560312369653248
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,CP6,26,73.45085470085469,11.050717276570134,72.53467264148819,12.075478964578188,75.84476102309306,10.825210414007342,73.45085470085469,11.050717276570134,0.469017094017094,0.2210143455314027
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,P4,26,74.46581196581197,12.21639332646639,73.05281950105056,14.795312501295992,76.22610525731552,12.912468954289977,74.46581196581197,12.21639332646639,0.48931623931623935,0.2443278665293278
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,P8,26,67.57478632478632,10.061096598648252,64.9024603313359,13.417369878064836,71.064923457252,12.679582053963287,67.57478632478632,10.061096598648252,0.3514957264957265,0.20122193197296503
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_dsr,O2,26,65.27777777777779,9.41990275434065,62.845347138833304,12.847499990395702,67.43904003919839,12.048597658975892,65.27777777777779,9.41990275434065,0.3055555555555556,0.188398055086813
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,Fp1,26,83.33333333333334,7.31891586865537,83.14869920110793,7.583580066410292,84.14853025403548,6.603637209113822,83.33333333333334,7.31891586865537,0.6666666666666666,0.14637831737310744
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,AF5,26,81.26780626780626,8.005089654573313,81.0482115186791,8.439950884666157,81.91660982924824,7.513702326208178,81.26780626780626,8.005089654573311,0.6253561253561254,0.16010179309146624
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,AFz,26,80.84045584045583,9.157849222646162,80.5274679797854,9.707945678321792,81.70390991499616,8.581993693523762,80.84045584045583,9.15784922264616,0.6168091168091169,0.18315698445292322
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,F1,26,77.84900284900284,9.686169757062144,77.42745874936996,10.44676982218215,78.64213593327256,9.277711751591141,77.84900284900284,9.686169757062144,0.5569800569800569,0.19372339514124287
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,FC5,26,77.8133903133903,10.17838415773678,77.10831815020785,11.989751251895543,78.19796682235827,11.053912209633566,77.8133903133903,10.178384157736778,0.5562678062678063,0.20356768315473556
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,FC1,26,78.77492877492878,9.735610101137128,78.2480706783323,11.100321605584416,79.31585648710136,9.889186100185754,78.77492877492878,9.735610101137128,0.5754985754985755,0.1947122020227426
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,T7,26,72.2934472934473,10.35356799172793,71.56999145658858,12.166830113101744,71.84397133615344,13.244865504385302,72.2934472934473,10.35356799172793,0.4458689458689458,0.2070713598345586
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,C3,26,77.42165242165242,10.347451271230446,76.54251263898954,12.418117971662628,78.00452807935633,11.661626572769693,77.42165242165242,10.347451271230444,0.5484330484330484,0.2069490254246089
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,Cz,26,75.96153846153845,10.02904140060279,75.1782865704902,11.619309255643087,76.98445436855022,10.481167478399199,75.96153846153845,10.029041400602788,0.5192307692307693,0.20058082801205576
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,CP5,26,75.4985754985755,8.912894934103218,74.63620376460726,11.218016998216925,75.46323463115486,12.330877897960315,75.4985754985755,8.912894934103218,0.50997150997151,0.17825789868206432
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,CP1,26,74.46581196581197,9.637365400372309,73.60206915851772,11.452310839289638,75.38874088137644,10.032451345145743,74.46581196581197,9.63736540037231,0.48931623931623935,0.19274730800744624
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,P7,26,67.37891737891738,7.5736334758549475,66.49981031822342,9.406915989567969,67.66691207981007,9.142349185394599,67.37891737891738,7.573633475854949,0.34757834757834755,0.15147266951709895
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,P3,26,72.64957264957265,9.497782461677733,71.73468759827226,11.17868902583689,73.74297530158141,10.125805969132148,72.64957264957265,9.497782461677733,0.45299145299145305,0.18995564923355468
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,Pz,26,71.47435897435896,9.318400866187561,70.43863385667616,11.37083651608902,72.28511321716272,10.497558962631249,71.47435897435896,9.318400866187561,0.42948717948717946,0.18636801732375122
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,POz,26,66.52421652421653,7.629505157616036,65.12653666360868,10.162367188314054,67.23343064479594,11.279285413998101,66.52421652421653,7.629505157616036,0.3304843304843305,0.15259010315232072
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,O1,26,61.502849002849004,6.297238910503447,59.82300885030024,8.496221285281301,62.2141158583042,10.454572955555953,61.502849002849004,6.297238910503447,0.23005698005698003,0.12594477821006894
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,Fp2,26,83.11965811965811,7.550959442247719,82.98404922767708,7.727573133717931,83.71469178739015,7.0707380665502795,83.11965811965811,7.550959442247719,0.6623931623931624,0.15101918884495438
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,AF6,26,80.76923076923077,9.144877554163168,80.48738919628892,9.623850046914288,81.55436324445084,8.637243684460307,80.76923076923077,9.144877554163168,0.6153846153846154,0.18289755108326336
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,F2,26,79.2022792022792,9.980195647373888,78.79747320419021,10.879864366447322,79.8263819671786,9.768291427373722,79.2022792022792,9.98019564737389,0.584045584045584,0.19960391294747779
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,FC2,26,77.67094017094016,9.501739509636097,77.08533013211998,11.009041763650625,78.28341292482283,9.680355608171231,77.67094017094016,9.501739509636097,0.5534188034188035,0.190034790192722
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,FC6,26,78.0982905982906,9.435152683011323,77.49406089903414,10.93961600508411,78.78720911764957,9.335321759789556,78.0982905982906,9.435152683011323,0.561965811965812,0.1887030536602265
strict_loso_gpu_svm_single_channel,single_channel,singlem,downstream_excluded,atten_nback,C4,26,77.95584045584046,9.16252892310584,77.21068667354545,11.068857121743665,78.80615753471918,9.196986079408337,77.95584045584046,9.16252892310584,0.5591168091168092,0.18325057846211684
