T7	VP001_B	acc=0.5694	f1=0.5592	precision=0.5766	kappa=0.1389	inner_f1=0.7750
T7	VP002_B	acc=0.6528	f1=0.6370	precision=0.6849	kappa=0.3056	inner_f1=0.7639
T7	VP003_B	acc=0.7361	f1=0.7241	precision=0.7857	kappa=0.4722	inner_f1=0.8081
T7	VP004_B	acc=0.7222	f1=0.7214	precision=0.7250	kappa=0.4444	inner_f1=0.7386
T7	VP005_B	acc=0.7639	f1=0.7616	precision=0.7743	kappa=0.5278	inner_f1=0.7581
T7	VP006_B	acc=0.6250	f1=0.6160	precision=0.6379	kappa=0.2500	inner_f1=0.7611
T7	VP007_B	acc=0.6250	f1=0.6243	precision=0.6259	kappa=0.2500	inner_f1=0.7888
T7	VP008_B	acc=0.8333	f1=0.8328	precision=0.8375	kappa=0.6667	inner_f1=0.7193
T7	VP009_B	acc=0.7083	f1=0.7037	precision=0.7222	kappa=0.4167	inner_f1=0.7555
T7	VP010_B	acc=0.6806	f1=0.6800	precision=0.6818	kappa=0.3611	inner_f1=0.7389
T7	VP011_B	acc=0.5000	f1=0.4250	precision=0.5000	kappa=0.0000	inner_f1=0.7636
T7	VP012_B	acc=0.9722	f1=0.9722	precision=0.9722	kappa=0.9444	inner_f1=0.7275
T7	VP013_B	acc=0.6806	f1=0.6800	precision=0.6818	kappa=0.3611	inner_f1=0.7609
T7	VP014_B	acc=0.8611	f1=0.8607	precision=0.8656	kappa=0.7222	inner_f1=0.7444
T7	VP015_B	acc=0.8333	f1=0.8332	precision=0.8344	kappa=0.6667	inner_f1=0.7552
T7	VP016_B	acc=0.8472	f1=0.8458	precision=0.8609	kappa=0.6944	inner_f1=0.7415
T7	VP017_B	acc=0.6111	f1=0.6035	precision=0.6204	kappa=0.2222	inner_f1=0.7722
T7	VP018_B	acc=0.7639	f1=0.7616	precision=0.7743	kappa=0.5278	inner_f1=0.7555
T7	VP019_B	acc=0.7361	f1=0.7348	precision=0.7408	kappa=0.4722	inner_f1=0.7694
T7	VP020_B	acc=0.8056	f1=0.8042	precision=0.8143	kappa=0.6111	inner_f1=0.7582
T7	VP021_B	acc=0.8472	f1=0.8458	precision=0.8609	kappa=0.6944	inner_f1=0.7611
T7	VP022_B	acc=0.6806	f1=0.6805	precision=0.6807	kappa=0.3611	inner_f1=0.7389
