n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
21,74.52380952380952,8.045050792997191,74.39534964066688,8.094337322062835,74.95993162025724,8.003171729186361,74.52380952380952,8.045050792997193,0.4904761904761905,0.16090101585994385
