n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
26,60.8440170940171,9.529680969503886,57.90472450915849,11.577247047762416,65.07168484455437,11.170347397509033,0.2168803418803419,0.19059361939007768
