n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,kappa_mean,kappa_std
51,74.17302197260813,11.941486222814495,73.85068664596768,12.227897865296411,74.8835719424113,11.818065691215837,74.17191523073876,11.94122116633626,0.4834500498958631,0.23882882704618763
