n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
21,75.26785714285714,8.279374627209899,75.16244054608556,8.32152005483173,75.64148796418382,8.24250220210763,0.5053571428571428,0.16558749254419802
